/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data of Cibiicidoides in piston core MD01-2444 and IODPP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951396, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.940 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Cibicidoides spp., δ18O [‰ PDB] (Cibicidoides spp. δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
	Cibicidoides spp., δ13C [‰ PDB] (Cibicidoides spp. δ13C) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	23074 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Cibicidoides spp. δ18O [‰ PDB] (vs. VPDB, Mass spectrometer, ...)	Cibicidoides spp. δ13C [‰ PDB] (vs. VPDB, Mass spectrometer, ...)
	108.22	946.89	945.08000	942.54000	946.89000				3.00	0.7300
	108.24	947.06	945.24000	942.68000	947.06000				3.10	0.6600
	108.26	947.23	945.40000	942.82000	947.23000				3.07	0.6600
	108.28	947.41	945.55000	942.95000	947.41000				3.06	0.7400
	108.29	947.49	945.63000	943.02000	947.49000				3.21	0.7400
	108.30	947.58	945.71000	943.09000	947.58000				3.28	0.6900
	108.32	947.75	945.87000	943.23000	947.75000				3.10	0.7900
	108.33	947.84	945.95000	943.30000	947.84000				3.14	0.8100
	108.34	947.92	946.02000	943.37000	947.92000				3.08	0.7600
	108.36	948.09	946.18000	943.51000	948.09000				3.07	0.7200
	108.38	948.27	946.34000	943.65000	948.27000				2.96	0.7500
	108.39	948.35	946.42000	943.72000	948.35000				2.99	0.6500
	108.40	948.44	946.50000	943.78000	948.44000				3.10	0.7400
	108.42	948.61	946.65000	943.92000	948.61000				2.94	0.7900
	108.43	948.69	946.73000	943.99000	948.69000				3.05	0.7000
	108.44	948.78	946.81000	944.06000	948.78000				3.00	0.7300
	108.46	948.95	946.97000	944.20000	948.95000				3.15	0.8300
	108.47	949.04	947.04000	944.27000	949.04000				3.07	0.7000
	108.48	949.12	947.12000	944.34000	949.12000				3.12	0.7200
	108.50	949.30	947.28000	944.48000	949.30000				3.02	0.7600
	108.51	949.38	947.36000	944.55000	949.38000				2.92	0.7500
	108.52	949.47	947.44000	944.62000	949.47000				3.09	0.7200
	108.54	949.64	947.59000	944.75000	949.64000				2.84	0.7300
	108.55	949.73	947.67000	944.82000	949.73000				2.92	0.7200
	108.56	949.81	947.75000	944.89000	949.81000				2.93	0.6800
	108.58	949.98	947.91000	945.03000	949.98000				2.90	0.7500
	108.59	950.07	947.99000	945.10000	950.07000				2.96	0.5900
	108.60	950.16	948.06000	945.17000	950.16000				3.12	0.8000
	108.62	950.33	948.22000	945.31000	950.33000				2.99	0.7000
	108.63	950.41	948.30000	945.38000	950.41000				2.95	0.4800
	108.64	950.50	948.38000	945.45000	950.50000				2.96	0.7000
	108.66	950.67	948.53000	945.58000	950.67000				2.93	0.6600
	108.67	950.76	948.61000	945.65000	950.76000				2.89	0.7100
	108.68	950.84	948.69000	945.72000	950.84000				2.92	0.7000
	108.70	951.01	948.85000	945.86000	951.01000				3.00	0.8300
	108.71	951.10	948.93000	945.93000	951.10000				2.90	0.7900
	108.72	951.19	949.00000	946.00000	951.19000				2.95	0.7400
	108.74	951.36	949.16000	946.21000	951.36000				2.94	0.7300
	108.75	951.44	949.24000	946.31000	951.44000				3.03	0.9400
	108.76	951.53	949.32000	946.41000	951.53000				2.88	0.6700
	108.78	951.70	949.48000	946.62000	951.70000				2.96	0.5200
	108.79	951.79	949.55000	946.72000	951.79000				2.84	0.7100
	108.80	951.87	949.63000	946.82000	951.87000				2.89	0.7000
	108.82	952.04	949.79000	947.03000	952.04000				2.80	0.7300
	108.83	952.13	949.87000	947.13000	952.13000				2.87	0.6400
	108.84	952.22	949.95000	947.23000	952.22000				2.76	0.7400
	108.86	952.39	950.10000	947.44000	952.39000				2.86	0.6900
	108.87	952.47	950.18000	947.54000	952.47000				2.68	0.6500
	108.88	952.56	950.26000	947.65000	952.56000				2.72	0.7700
	108.90	952.73	950.42000	947.85000	952.73000				2.77	0.7500
	108.92	952.90	950.57000	948.06000	952.90000				2.79	0.7800
	108.94	953.08	950.73000	948.26000	953.08000				2.77	0.7600
	108.95	953.16	950.81000	948.37000	953.16000				2.84	0.8400
	108.96	953.25	950.89000	948.47000	953.25000				2.69	0.8000
	108.98	953.42	951.04000	948.67000	953.42000				2.85	0.8400
	108.99	953.51	951.12000	948.78000	953.51000				2.88	0.7900
	109.00	953.59	951.20000	948.88000	953.59000				2.74	0.7300
	109.02	953.76	951.36000	949.09000	953.76000				2.83	0.7300
	109.03	953.85	951.44000	949.19000	953.85000				2.85	0.8500
	109.06	954.11	951.67000	949.50000	954.11000				2.80	0.7900
	109.07	954.19	951.75000	949.60000	954.19000				2.83	0.8600
	109.08	954.28	951.83000	949.70000	954.28000				2.73	0.7700
	109.10	954.45	951.98000	949.91000	954.45000				2.91	0.8100
	109.11	954.54	952.06000	950.01000	954.54000				2.76	0.8100
	109.12	954.62	952.14000	950.11000	954.62000				2.79	0.7500
	109.14	954.79	952.30000	950.32000	954.79000				2.86	0.7700
	109.15	954.88	952.38000	950.42000	954.88000				2.71	0.7500
	109.16	954.97	952.45000	950.53000	954.97000				2.73	0.6900
	109.19	955.22	952.69000	950.83000	955.22000				2.75	0.7500
	109.20	955.31	952.77000	950.94000	955.31000				2.87	0.7800
	109.22	955.48	952.93000	951.14000	955.48000				2.86	0.7600
	109.24	955.65	953.08000	951.35000	955.65000				2.79	0.7000
	109.27	955.91	953.32000	951.66000	955.91000				2.77	0.9000
	109.28	956.00	953.40000	951.76000	956.00000				2.85	0.6900
	109.30	956.17	953.55000	951.97000	956.17000				2.74	0.6600
	109.31	956.25	953.63000	952.07000	956.25000				2.78	0.7000
	109.32	956.34	953.71000	952.17000	956.34000				2.77	0.6900
	109.34	956.51	953.87000	952.38000	956.51000				2.70	0.6900
	109.35	956.60	953.94000	952.48000	956.60000				2.89	0.7600
	109.36	956.68	954.02000	952.58000	956.68000				2.89	0.7000
	109.38	956.86	954.18000	952.79000	956.86000				2.78	0.7200
	109.39	956.94	954.26000	952.89000	956.94000				2.95	0.7600
	109.40	957.03	954.34000	952.99000	957.03000				2.90	0.7600
	109.42	957.20	954.49000	953.20000	957.20000				2.67	0.5900
	109.43	957.28	954.57000	953.30000	957.28000				2.81	0.7400
	109.44	957.37	954.65000	953.40000	957.37000				2.71	0.6200
	109.46	957.54	954.81000	953.61000	957.54000				2.88	0.6700
	109.47	957.63	954.89000	953.71000	957.63000				2.85	0.5900
	109.50	957.91	955.12000	954.02000	957.93000				2.70	0.7500
	109.51	958.02	955.20000	954.12000	958.06000				2.78	0.7300
	109.52	958.13	955.28000	954.23000	958.19000				2.91	0.7500
	109.54	958.34	955.43000	954.43000	958.46000				2.82	0.6400
	109.55	958.45	955.51000	954.54000	958.59000				2.77	0.7300
	109.56	958.56	955.62000	954.64000	958.72000				2.83	0.6200
	109.59	958.89	955.84000	954.95000	959.11000				2.72	0.5000
	109.61	959.10	955.95000	955.15000	959.37000				3.04	0.8800
	109.62	959.21	956.06000	955.26000	959.50000				2.65	0.3700
	109.65	959.54	956.28000	955.56000	959.90000				2.71	0.4400
	109.68	959.87	956.50000	955.87000	960.29000				2.73	0.5800
	109.70	960.08	956.72000	956.08000	960.55000				2.68	0.3900
	109.72	960.30	956.83000	956.28000	960.81000				2.93	0.8500
	109.73	960.41	956.94000	956.39000	960.95000				2.68	0.4400
	109.76	960.74	957.16000	956.70000	961.34000				2.66	0.4500
	109.77	960.84	957.22000	956.80000	961.47000				2.52	0.4600
	109.78	960.95	957.28000	956.90000	961.60000				2.75	0.5000
	109.79	961.06	957.41000	957.00000	961.73000				2.69	0.5200
	109.80	961.17	957.47000	957.11000	961.86000				2.79	0.7100
	109.81	961.28	957.53000	957.21000	961.99000				2.57	0.5000
	109.82	961.39	957.65000	957.31000	962.13000				2.72	-0.2500
	109.83	961.50	957.71000	957.42000	962.26000				2.48	0.2800
	109.84	961.61	957.78000	957.52000	962.39000				2.61	0.0900
	109.85	961.71	957.90000	957.62000	962.52000				3.02	-0.5300
	109.86	961.82	957.96000	957.72000	962.65000				2.67	-0.3600
	109.87	961.93	958.02000	957.83000	962.78000				2.61	0.0700
	109.89	962.15	958.14000	958.03000	963.04000				2.79	-0.1800
	109.90	962.26	958.27000	958.14000	963.17000				2.59	-0.0500
	109.91	962.37	958.33000	958.24000	963.31000				2.79	0.0200
	109.92	962.48	958.39000	958.34000	963.44000				2.76	0.5100
	109.93	962.58	958.51000	958.44000	963.57000				2.63	-0.3900
	109.94	962.69	958.57000	958.55000	963.70000				2.77	-0.1500
	109.95	962.80	958.64000	958.65000	963.83000				2.97	-0.1500
	109.96	962.91	958.95000	958.96000	963.96000				3.19	-0.3000
	109.97	963.02	959.12000	959.28000	964.09000				2.91	0.4800
	109.98	963.13	959.29000	959.59000	964.22000				3.39	-0.2600
	110.00	963.35	959.80000	960.22000	964.49000				3.76	0.1400
	110.00	963.35	959.63000	960.22000	964.49000				3.52	-0.1200
	110.03	963.67	960.48000	961.17000	964.88000				3.15	-0.3300
	110.03	963.67	960.31000	961.17000	964.88000				3.52	-0.3900
	110.04	963.78	960.65000	961.48000	965.01000				3.58	-0.1800
	110.06	964.00	960.99000	962.11000	965.27000				3.93	0.3400
	110.07	964.11	961.33000	962.43000	965.40000				4.00	0.1300
	110.07	964.11	961.16000	962.43000	965.40000				3.77	0.2200
	110.09	964.32	961.67000	963.06000	965.66000				3.77	-0.0300
	110.10	964.43	961.84000	963.37000	965.80000				3.96	0.3400
	110.11	964.54	962.01000	963.69000	965.93000				4.03	0.3800
	110.12	964.65	962.35000	964.00000	966.06000				4.13	0.3600
	110.13	964.76	962.52000	964.10000	966.19000				4.10	0.3200
	110.14	964.87	962.69000	964.20000	966.32000				3.76	0.3700
	110.15	964.98	963.03000	964.30000	966.45000				4.01	0.5000
	110.16	965.09	963.20000	964.40000	966.58000				3.96	0.3400
	110.17	965.19	963.43000	964.50000	966.71000				3.54	0.2700
	110.19	965.41	963.90000	964.70000	966.98000				3.60	0.5200
	110.20	965.52	964.14000	964.80000	967.11000				3.95	0.4700
	110.21	965.63	964.38000	964.90000	967.24000				3.94	0.3900
	110.24	965.95	964.85000	965.20000	967.63000				3.65	0.5400
	110.25	966.06	965.08000	965.30000	967.76000				3.77	0.4100
	110.26	966.17	965.32000	965.40000	967.89000				3.77	0.5200
	110.28	966.39	965.79000	965.60000	968.16000				3.62	0.4000
	110.29	966.50	966.02000	965.70000	968.29000				3.82	0.4900
	110.30	966.61	966.26000	965.80000	968.42000				3.59	0.3700
	110.32	966.82	966.73000	966.00000	968.68000				3.69	0.3600
	110.34	967.04	967.20000	966.20000	968.94000				3.77	0.7200
	110.37	967.37	967.67000	966.50000	969.34000				3.69	0.5300
	110.38	967.48	967.91000	966.60000	969.47000				3.83	0.4600
	110.39	967.59	968.14000	966.70000	969.60000				3.73	0.5300
	110.41	967.80	968.62000	966.90000	969.86000				3.70	0.3400
	110.42	967.91	968.85000	967.00000	969.99000				3.80	0.5100
	110.43	968.02	969.09000	967.10000	970.12000				3.78	0.4100
	110.45	968.24	969.56000	967.30000	970.38000				3.33	0.6200
	110.46	968.35	969.79000	967.40000	970.51000				3.42	0.5700
	110.48	968.56	970.03000	967.60000	970.78000				3.74	0.4600
	110.51	968.89	970.74000	967.90000	971.17000				3.57	0.7300
	110.52	969.00	970.97000	968.00000	971.30000				3.57	0.5900
	110.54	969.22	971.44000	968.20000	971.56000				3.53	0.6100
	110.56	969.43	971.91000	968.40000	971.83000				3.56	0.7100
	110.58	969.65	972.38000	968.60000	972.09000				3.70	0.6600
	110.60	969.87	972.62000	968.80000	972.35000				3.61	0.6100
	110.61	969.98	972.86000	968.90000	972.48000				3.58	0.4500
	110.63	970.20	973.33000	969.10000	972.74000				3.55	0.8500
	110.64	970.30	973.56000	969.20000	972.87000				3.42	0.6300
	110.65	970.41	973.80000	969.30000	973.01000				3.34	0.7900
	110.67	970.63	974.27000	969.50000	973.27000				3.23	0.6700
	110.68	970.74	974.50000	969.60000	973.40000				3.58	0.6600
	110.69	970.85	974.74000	969.70000	973.53000				3.37	0.6300
	110.71	971.07	975.21000	969.90000	973.79000				3.59	0.7200
	110.73	971.28	975.45000	970.20000	974.05000				3.77	0.5800
	110.74	971.39	975.68000	970.41000	974.19000				3.62	0.4500
	110.76	971.61	976.15000	970.81000	974.45000				3.65	0.6000
	110.78	971.83	976.62000	971.22000	974.71000				3.15	0.7800
	110.80	972.04	977.06000	971.63000	974.97000				3.22	0.6500
	110.81	972.15	977.27000	971.83000	975.10000				3.55	0.6400
	110.82	972.26	977.49000	972.03000	975.23000				3.37	0.6100
	110.84	972.48	977.92000	972.44000	975.50000				3.16	0.4400
	110.86	972.70	978.23000	972.85000	975.76000				2.67	0.2900
	110.88	972.91	978.40000	973.26000	976.02000				2.95	0.2400
	110.90	973.13	978.58000	973.66000	976.28000				3.08	0.3300
	110.96	973.78	979.14000	974.88000	977.07000				3.38	0.4400
	110.96	973.78	979.07000	974.88000	977.07000				3.21	0.3600
	110.97	973.89	979.21000	975.09000	977.20000				3.14	0.1500
	110.99	974.11	979.36000	975.49000	977.39000				3.24	0.4600
	111.00	974.22	979.43000	975.70000	977.48000				3.20	0.5300
	111.01	974.33	979.50000	975.90000	977.57000				3.11	0.3300
	111.02	974.44	979.64000	976.10000	977.66000				3.20	0.5100
	111.03	974.54	979.72000	976.31000	977.76000				3.15	0.5400
	111.04	974.65	979.79000	976.51000	977.85000				3.20	0.5600
	111.06	974.87	980.00000	976.92000	978.03000				3.34	0.5500
	111.06	974.87	979.93000	976.92000	978.03000				3.18	0.5200
	111.07	974.98	980.08000	977.12000	978.13000				3.18	0.4200
	111.09	975.20	980.22000	977.53000	978.31000				3.25	0.2900
	111.10	975.31	980.29000	977.73000	978.41000				3.08	0.5200
	111.11	975.41	980.37000	977.94000	978.50000				3.23	0.3800
	111.12	975.52	980.51000	978.14000	978.59000				3.01	0.4600
	111.13	975.63	980.58000	978.22000	978.68000				3.03	0.4000
	111.14	975.74	980.65000	978.30000	978.78000				3.19	0.3100
	111.16	975.96	980.80000	978.45000	978.96000				3.09	0.3900
	111.16	975.96	980.87000	978.45000	978.96000				3.10	0.1600
	111.17	976.07	980.94000	978.53000	979.06000				3.24	0.3000
	111.19	976.28	981.09000	978.69000	979.24000				2.74	0.4200
	111.20	976.39	981.16000	978.77000	979.33000				3.23	0.5100
	111.21	976.50	981.23000	978.85000	979.43000				3.17	0.1900
	111.22	976.61	981.37000	978.93000	979.52000				3.11	0.1300
	111.23	976.72	981.45000	979.00000	979.61000				3.16	0.3100
	111.25	976.94	981.66000	979.16000	979.80000				3.09	0.2500
	111.26	977.05	981.74000	979.24000	979.89000				3.27	0.2100
	111.31	977.59	982.17000	979.63000	980.35000				3.19	0.2400
	111.32	977.70	982.24000	979.71000	980.45000				3.06	0.3100
	111.35	978.02	982.46000	979.95000	980.72000				3.39	0.1100
	111.38	978.35	982.74000	980.18000	981.00000				3.52	0.0400
	111.39	978.46	982.82000	980.26000	981.10000				3.17	0.0600
	111.40	978.57	982.96000	980.34000	981.19000				3.45	0.0500
	111.41	978.68	983.03000	980.42000	981.28000				3.33	0.0700
	111.42	978.79	983.11000	980.50000	981.37000				3.36	0.0800
	111.44	979.00	983.25000	980.66000	981.56000				3.54	0.1600
	111.45	979.11	983.39000	980.73000	981.65000				3.35	0.0800
	111.45	979.11	983.32000	980.73000	981.65000				3.70	0.2100
	111.47	979.33	983.54000	980.89000	981.84000				3.30	0.1100
	111.48	979.44	983.61000	980.97000	981.93000				3.63	0.4400
	111.49	979.55	983.68000	981.05000	982.02000				3.52	0.1900
	111.50	979.66	983.83000	981.13000	982.12000				3.51	0.4000
	111.51	979.76	983.90000	981.21000	982.21000				3.68	0.3800
	111.52	979.87	983.97000	981.28000	982.30000				3.73	0.4500
	111.54	980.09	984.11000	981.44000	982.49000				3.65	0.3500
	111.54	980.09	984.18000	981.44000	982.49000				3.74	0.3800
	111.55	980.20	984.25000	981.52000	982.58000				3.66	0.4600
	111.57	980.42	984.39000	981.68000	982.77000				3.64	0.3000
	111.58	980.53	984.53000	981.76000	982.86000				3.54	0.3600
	111.58	980.53	984.46000	981.76000	982.86000				3.78	0.4600
	111.60	980.74	984.67000	981.91000	983.04000				3.71	0.5500
	111.61	980.85	984.74000	981.99000	983.14000				3.76	0.5200
	111.62	980.96	984.81000	982.07000	983.23000				3.54	0.6200
	111.63	981.07	984.95000	982.15000	983.32000				3.58	0.4100
	111.64	981.18	985.02000	982.23000	983.41000				3.70	0.5600
	111.65	981.29	985.09000	982.31000	983.51000				3.38	0.6500
	111.67	981.50	985.23000	982.46000	983.69000				3.37	0.7100
	111.67	981.50	985.30000	982.46000	983.69000				3.54	0.6100
	111.68	981.61	985.37000	982.54000	983.79000				3.46	0.1400
	111.70	981.83	985.51000	982.70000	983.97000				3.54	0.5500
	111.71	981.94	985.58000	982.78000	984.06000				3.36	0.3100
	111.71	981.94	985.65000	982.78000	984.06000				3.60	0.3700
	111.73	982.16	985.79000	982.93000	984.25000				3.54	0.5000
	111.74	982.26	985.86000	983.01000	984.34000				3.48	0.2700
	111.76	982.48	986.07000	983.17000	984.53000				3.57	0.2200
	111.77	982.59	986.14000	983.25000	984.62000				3.62	0.0800
	111.78	982.70	986.21000	983.33000	984.71000				3.53	0.1900
	111.79	982.81	986.35000	983.41000	984.81000				3.66	0.3800
	111.80	982.92	986.42000	983.48000	984.90000				3.59	0.4800
	111.81	983.03	986.49000	983.56000	984.99000				3.72	0.4000
	111.82	983.13	986.62000	983.64000	985.08000				3.44	0.4800
	111.83	983.24	986.68000	983.72000	985.18000				3.80	0.4500
	111.84	983.35	986.74000	983.80000	985.27000				3.66	0.4800
	111.93	984.33	987.54000	984.51000	986.10000				3.68	0.8500
	111.97	984.77	987.89000	984.82000	986.48000				3.75	0.5200
	111.99	984.98	988.06000	984.98000	986.66000				3.55	0.7800
	112.01	985.20	988.24000	985.14000	986.85000				3.59	0.7500
	112.03	985.42	988.41000	985.29000	987.03000				3.60	0.3800
	112.05	985.64	988.58000	985.45000	987.22000				3.59	0.6300
	112.07	985.85	988.76000	985.61000	987.40000				3.60	0.7600
	112.11	986.29	989.11000	985.92000	987.77000				3.69	0.5700
	112.15	986.72	989.45000	986.30000	988.14000				3.58	0.5200
	112.17	986.94	989.63000	986.50000	988.33000				3.63	0.5300
	112.19	987.16	989.80000	986.70000	988.52000				3.62	0.7500
	112.21	987.38	989.98000	986.90000	988.70000				3.60	0.6600
	112.23	987.59	990.15000	987.11000	988.89000				3.55	0.6600
	112.25	987.81	990.32000	987.31000	989.07000				3.56	0.7000
	112.27	988.03	990.50000	987.51000	989.26000				3.76	0.7400
	112.29	988.25	990.67000	987.71000	989.44000				3.47	0.7000
	112.31	988.46	990.85000	987.91000	989.63000				3.56	0.7900
	112.35	988.90	991.19000	988.31000	990.00000				3.53	0.7300
	112.37	989.11	991.37000	988.51000	990.19000				3.50	0.6700
	112.39	989.33	991.54000	988.72000	990.37000				3.38	0.7400
	112.41	989.55	991.72000	988.92000	990.56000				3.45	0.8700
	112.43	989.77	991.89000	989.12000	990.74000				3.49	0.7000
	112.45	989.98	992.06000	989.32000	990.93000				3.45	0.8300
	112.47	990.20	992.24000	989.52000	991.11000				3.50	0.8000
	112.49	990.42	992.41000	989.72000	991.30000				3.37	0.7700
	112.51	990.64	992.59000	989.92000	991.48000				3.38	0.8200
	112.53	990.85	992.76000	990.12000	991.67000				3.32	0.8200
	112.55	991.07	992.93000	990.32000	991.86000				3.43	0.8600
	112.57	991.29	993.11000	990.53000	992.04000				3.43	0.8500
	112.59	991.51	993.28000	990.73000	992.23000				3.40	0.8000
	112.61	991.72	993.46000	990.93000	992.41000				3.41	0.8300
	112.63	991.94	993.63000	991.13000	992.60000				3.40	0.8000
	112.65	992.16	993.80000	991.33000	992.78000				3.25	0.8300
	112.67	992.38	993.98000	991.53000	992.97000				3.27	0.8500
	112.69	992.59	994.15000	991.73000	993.15000				3.43	0.8700
	112.71	992.81	994.33000	991.93000	993.34000				3.39	0.8400
	112.73	993.03	994.50000	992.13000	993.52000				3.29	0.7700
	112.75	993.25	994.68000	992.34000	993.71000				3.40	0.8400
	112.77	993.46	994.85000	992.54000	993.90000				3.25	0.8000
	112.79	993.68	995.02000	992.74000	994.08000				3.29	0.8500
	112.81	993.90	995.20000	992.94000	994.27000				3.41	0.8800
	112.83	994.12	995.37000	993.14000	994.45000				3.28	0.8500
	112.85	994.33	995.55000	993.34000	994.64000				3.36	0.8900
	112.87	994.55	995.72000	993.54000	994.82000				3.40	0.9100
	112.89	994.77	995.89000	993.74000	995.01000				3.45	0.8300
	112.91	994.99	996.07000	993.94000	995.19000				3.31	0.6600
	112.93	995.20	996.24000	994.15000	995.38000				3.33	0.7700
	112.95	995.42	996.42000	994.35000	995.57000				3.30	0.8000
	112.97	995.64	996.59000	994.55000	995.75000				3.37	0.6000
	112.99	995.86	996.76000	994.75000	995.94000				3.34	0.6700
	113.01	996.07	996.94000	994.95000	996.12000				3.37	0.6600
	113.03	996.29	997.11000	995.15000	996.31000				3.26	0.7600
	113.05	996.49	997.29000	995.35000	996.49000				3.23	0.6600
	113.07	996.67	997.46000	995.55000	996.67000				3.21	0.6400
	113.09	996.85	997.62000	995.75000	996.85000				3.18	0.5900
	113.11	997.03	997.78000	995.96000	997.03000				3.24	0.4700
	113.13	997.21	997.93000	996.16000	997.21000				3.26	0.3600
	113.15	997.39	998.09000	996.36000	997.39000				3.20	0.4300
	113.17	997.57	998.25000	996.56000	997.57000				3.24	0.4000
	113.19	997.75	998.41000	996.76000	997.75000				3.15	0.6000
	113.21	997.93	998.56000	996.96000	997.93000				3.30	0.5700
	113.23	998.11	998.72000	997.16000	998.11000				3.21	0.5600
	113.25	998.29	998.88000	997.36000	998.29000				3.20	0.9900
	113.27	998.47	999.04000	997.56000	998.47000				3.22	0.5500
	113.29	998.65	999.19000	997.77000	998.65000				3.16	0.6200
	113.31	998.83	999.35000	997.97000	998.83000				3.25	0.6200
	113.33	999.01	999.51000	998.17000	999.01000				3.18	0.7100
	113.35	999.19	999.67000	998.37000	999.19000				3.26	0.5200
	113.37	999.37	999.82000	998.57000	999.37000				3.19	0.3600
	113.39	999.55	999.98000	998.77000	999.55000				3.29	0.3600
	113.41	999.73	1000.10000	998.97000	999.73000				3.16	0.5000
