/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for sediment core MD01-2444. PANGAEA, https://doi.org/10.1594/PANGAEA.951398, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	LATITUDE: 37.565000 * LONGITUDE: -10.134000
	MINIMUM DEPTH, sediment/rock: 0.180 m * MAXIMUM DEPTH, sediment/rock: 26.907 m
Event(s):	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31782 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
17.675	17.26	92.07	94.21900	94.21900	92.92000	91.66800	92.20500		38.078	0.22270
17.677	17.27	92.10	94.25200	94.25200	92.95900	91.68600	92.22000		36.341	0.21662
17.680	17.27	92.13	94.28500	94.28500	92.99800	91.71400	92.24200		34.411	0.22452
17.683	17.27	92.15	94.30900	94.30900	93.02700	91.74200	92.26400		34.933	0.22943
17.685	17.28	92.18	94.34200	94.34200	93.06600	91.76000	92.27900		37.442	0.19584
17.688	17.28	92.20	94.36600	94.36600	93.09500	91.78800	92.30100		37.317	0.22194
17.690	17.28	92.23	94.39900	94.39900	93.13400	91.80700	92.31500		37.757	0.22841
17.692	17.29	92.25	94.42400	94.42400	93.16300	91.82500	92.33000		36.100	0.21697
17.695	17.29	92.28	94.45600	94.45600	93.20200	91.85300	92.35200		37.967	0.20300
17.698	17.29	92.31	94.48100	94.48100	93.23200	91.88100	92.37400		38.503	0.19593
17.700	17.30	92.33	94.51400	94.51400	93.27100	91.89900	92.38900		39.870	0.18586
17.702	17.30	92.36	94.53800	94.53800	93.30000	91.91800	92.40400		38.787	0.19542
17.705	17.30	92.39	94.57100	94.57100	93.33900	91.94600	92.42600		35.957	0.19768
17.708	17.31	92.41	94.59500	94.59500	93.36800	91.97300	92.44800		36.539	0.22442
17.710	17.31	92.44	94.62800	94.62800	93.40700	91.99200	92.46300		36.156	0.22038
17.712	17.32	92.46	94.65300	94.65300	93.43700	92.01000	92.47700		37.199	0.22637
17.715	17.32	92.49	94.68500	94.68500	93.47600	92.03800	92.50000		37.325	0.22452
17.718	17.32	92.51	94.71000	94.71000	93.50500	92.06600	92.52200		36.138	0.20771
17.720	17.33	92.54	94.74300	94.74300	93.54400	92.08400	92.53600		35.249	0.22863
17.722	17.33	92.56	94.76700	94.76700	93.57300	92.10300	92.55100		36.434	0.22253
17.725	17.33	92.59	94.80000	94.80000	93.61200	92.13100	92.57300		36.059	0.22213
17.728	17.34	92.61	94.82400	94.82400	93.64200	92.15900	92.59500		34.695	0.20810
17.730	17.34	92.64	94.85700	94.85700	93.68100	92.17700	92.61000		37.027	0.20368
17.733	17.34	92.66	94.88200	94.88200	93.71000	92.20500	92.63200		37.671	0.20726
17.735	17.35	92.69	94.91400	94.91400	93.74900	92.22300	92.64700		36.946	0.20876
17.737	17.35	92.71	94.93900	94.93900	93.77800	92.24200	92.66200		37.484	0.19512
17.740	17.35	92.74	94.97200	94.97200	93.81700	92.27000	92.68400		38.446	0.18581
17.743	17.36	92.76	94.99600	94.99600	93.84600	92.29700	92.70600		41.121	0.21370
17.745	17.36	92.79	95.02900	95.02900	93.88500	92.31600	92.72100		38.833	0.20394
17.747	17.36	92.81	95.05300	95.05300	93.91500	92.33400	92.73500		40.564	0.20464
17.750	17.37	92.84	95.08600	95.08600	93.95400	92.36200	92.75700		39.773	0.20309
17.753	17.37	92.86	95.11100	95.11100	93.98300	92.39000	92.77900		39.659	0.19892
17.755	17.38	92.89	95.14300	95.14300	94.02200	92.40900	92.79400		43.399	0.19357
17.757	17.38	92.92	95.16800	95.16800	94.05100	92.42700	92.80900		40.457	0.19972
17.760	17.38	92.94	95.20000	95.20000	94.09000	92.45500	92.83100		37.948	0.20130
17.763	17.39	92.97	95.22500	95.22500	94.12000	92.48300	92.85300		40.426	0.18682
17.765	17.39	93.00	95.25800	95.25800	94.15900	92.50100	92.86800		40.099	0.18890
17.767	17.39	93.02	95.28200	95.28200	94.18800	92.52000	92.88300		40.651	0.18957
17.770	17.40	93.05	95.31500	95.31500	94.22700	92.54700	92.90500		40.267	0.18007
17.772	17.40	93.07	95.33900	95.33900	94.25600	92.56600	92.91900		40.809	0.18993
17.775	17.40	93.10	95.37200	95.37200	94.29500	92.59400	92.94200		41.754	0.20856
17.778	17.41	93.12	95.39700	95.39700	94.32500	92.62100	92.96400		43.775	0.20532
17.780	17.41	93.15	95.42900	95.42900	94.36400	92.64000	92.97800		42.779	0.18664
17.782	17.41	93.17	95.45400	95.45400	94.39300	92.65900	92.99300		40.936	0.18763
17.785	17.42	93.20	95.48700	95.48700	94.43200	92.68600	93.01500		43.179	0.19625
17.788	17.42	93.22	95.51100	95.51100	94.46100	92.71400	93.03700		40.558	0.18581
17.790	17.42	93.25	95.54400	95.54400	94.50000	92.73300	93.05200		39.289	0.19047
17.792	17.43	93.27	95.56800	95.56800	94.52900	92.75100	93.06700		38.438	0.20829
17.795	17.43	93.30	95.60100	95.60100	94.56800	92.77900	93.08900		39.470	0.19987
17.798	17.43	93.32	95.62600	95.62600	94.59800	92.80700	93.11100		37.932	0.21070
17.800	17.44	93.35	95.65800	95.65800	94.63700	92.82500	93.12600		42.364	0.19290
17.802	17.44	93.37	95.68300	95.68300	94.66600	92.84400	93.14000		38.851	0.20345
17.805	17.45	93.40	95.71600	95.71600	94.70500	92.87100	93.16300		44.313	0.18394
17.808	17.45	93.42	95.74000	95.74000	94.73400	92.89900	93.18500		47.448	0.17168
17.810	17.45	93.45	95.77300	95.77300	94.77300	92.91800	93.19900		41.837	0.19954
17.813	17.45	93.47	95.79700	95.79700	94.80300	92.94600	93.22100		39.444	0.20156
17.815	17.46	93.50	95.83000	95.83000	94.84200	92.96400	93.23600		40.697	0.19779
17.817	17.46	93.53	95.85500	95.85500	94.87100	92.98300	93.25100		45.266	0.17706
17.820	17.47	93.55	95.88700	95.88700	94.91000	93.01000	93.27300		43.568	0.18066
17.823	17.47	93.58	95.91200	95.91200	94.93900	93.03800	93.29500		43.814	0.17074
17.825	17.47	93.61	95.94500	95.94500	94.97800	93.05700	93.31000		49.313	0.16671
17.827	17.48	93.63	95.96900	95.96900	95.00800	93.07500	93.32500		49.897	0.16676
17.830	17.48	93.66	96.00200	96.00200	95.04700	93.10300	93.34700		43.887	0.17215
17.833	17.48	93.68	96.02600	96.02600	95.07600	93.13100	93.36900		43.511	0.18135
17.835	17.49	93.70	96.05100	96.05100	95.10500	93.14900	93.38300		46.279	0.17961
17.837	17.49	93.72	96.07500	96.07500	95.13400	93.16800	93.39800		45.830	0.18256
17.840	17.49	93.74	96.10000	96.10000	95.16400	93.19600	93.42000		45.006	0.18594
17.843	17.50	93.77	96.12400	96.12400	95.19300	93.22300	93.44200		44.089	0.18499
17.845	17.50	93.79	96.14900	96.14900	95.22200	93.24200	93.45700		41.583	0.19040
17.847	17.50	93.81	96.17300	96.17300	95.25100	93.26000	93.47200		42.722	0.18180
17.850	17.50	93.83	96.19800	96.19800	95.28100	93.28800	93.49400		45.312	0.18847
17.853	17.51	93.85	96.22300	96.22300	95.31000	93.31600	93.51600		45.574	0.18707
17.855	17.51	93.87	96.24700	96.24700	95.33900	93.33400	93.53100		42.338	0.19613
17.858	17.51	93.89	96.27200	96.27200	95.36900	93.36200	93.55300		39.714	0.20210
17.860	17.52	93.92	96.29600	96.29600	95.39800	93.38100	93.56800		42.447	0.19639
17.862	17.52	93.94	96.32100	96.32100	95.42700	93.39900	93.58200		40.292	0.18160
17.865	17.52	93.96	96.34500	96.34500	95.45600	93.42700	93.60400		40.800	0.19769
17.868	17.52	93.98	96.37000	96.37000	95.48600	93.45500	93.62700		43.869	0.18300
17.870	17.53	94.00	96.39400	96.39400	95.51500	93.47300	93.64100		41.458	0.17822
17.872	17.53	94.03	96.41900	96.41900	95.54400	93.49200	93.65600		41.245	0.19437
17.875	17.53	94.05	96.44300	96.44300	95.57300	93.52000	93.67800		42.364	0.20225
17.878	17.54	94.07	96.46800	96.46800	95.60300	93.54700	93.70000		43.074	0.19476
17.880	17.54	94.09	96.49200	96.49200	95.63200	93.56600	93.71500		40.427	0.19428
17.882	17.54	94.11	96.51700	96.51700	95.66100	93.58400	93.73000		43.733	0.19363
17.885	17.55	94.14	96.54100	96.54100	95.69100	93.61200	93.75200		41.837	0.19839
17.888	17.55	94.16	96.57400	96.57400	95.73000	93.64000	93.77400		43.077	0.18567
17.890	17.55	94.19	96.59900	96.59900	95.75900	93.65800	93.78900		44.468	0.20059
17.892	17.56	94.21	96.62300	96.62300	95.78800	93.67700	93.80300		44.091	0.18845
17.895	17.56	94.23	96.64800	96.64800	95.81700	93.70500	93.82500		45.383	0.18697
17.897	17.56	94.25	96.67200	96.67200	95.84700	93.72300	93.84000		44.153	0.18317
17.900	17.57	94.27	96.69700	96.69700	95.87600	93.75100	93.86200		45.518	0.18908
17.903	17.57	94.30	96.72100	96.72100	95.90500	93.77900	93.88400		45.466	0.19224
17.905	17.57	94.32	96.74600	96.74600	95.93400	93.79700	93.89900		44.898	0.18028
17.907	17.57	94.34	96.77000	96.77000	95.96400	93.81600	93.91400		44.904	0.18874
17.910	17.58	94.36	96.79500	96.79500	95.99300	93.84400	93.93600		45.868	0.19285
17.913	17.58	94.38	96.81900	96.81900	96.02200	93.87100	93.95800		43.326	0.20004
17.915	17.58	94.40	96.84400	96.84400	96.05200	93.89000	93.97300		43.655	0.18979
17.917	17.59	94.42	96.86800	96.86800	96.08100	93.90800	93.98800		40.869	0.20324
17.920	17.59	94.45	96.89300	96.89300	96.11000	93.93600	94.01000		42.553	0.21352
17.923	17.59	94.47	96.91800	96.91800	96.13900	93.96400	94.03200		38.880	0.22145
17.925	17.59	94.49	96.94200	96.94200	96.16900	93.98200	94.04600		40.188	0.19758
17.927	17.60	94.51	96.96700	96.96700	96.19800	94.00100	94.06100		36.574	0.20562
17.930	17.60	94.53	96.99100	96.99100	96.22700	94.02900	94.08300		39.413	0.19615
17.933	17.60	94.56	97.01600	97.01600	96.25600	94.05700	94.10500		34.207	0.22510
17.935	17.61	94.58	97.04000	97.04000	96.28600	94.07500	94.12000		40.617	0.20127
17.938	17.61	94.60	97.06500	97.06500	96.31500	94.10300	94.14200		41.080	0.19737
17.940	17.61	94.62	97.08900	97.08900	96.34400	94.12100	94.15700		42.002	0.19224
17.942	17.62	94.64	97.11400	97.11400	96.37400	94.14000	94.17200		43.443	0.18963
17.945	17.62	94.67	97.13800	97.13800	96.40300	94.16800	94.19400		44.488	0.17837
17.948	17.62	94.69	97.16300	97.16300	96.43200	94.19500	94.21600		39.960	0.19237
17.950	17.62	94.71	97.18700	97.18700	96.46100	94.21400	94.23100		38.811	0.19950
17.952	17.63	94.73	97.21200	97.21200	96.49100	94.23200	94.24500		42.117	0.19552
17.955	17.63	94.75	97.23600	97.23600	96.52000	94.26000	94.26700		40.313	0.18499
17.958	17.63	94.77	97.26100	97.26100	96.54900	94.28800	94.29000		42.680	0.18158
17.960	17.64	94.80	97.28500	97.28500	96.57800	94.30700	94.30400		45.742	0.16683
17.962	17.64	94.82	97.31000	97.31000	96.60800	94.32500	94.31900		49.395	0.17223
17.965	17.64	94.84	97.33500	97.33500	96.63700	94.35300	94.34100		48.443	0.17380
17.968	17.65	94.86	97.35900	97.35900	96.66600	94.38100	94.36300		43.226	0.19216
17.970	17.65	94.88	97.38400	97.38400	96.69600	94.39900	94.37800		41.424	0.19329
17.972	17.65	94.90	97.40800	97.40800	96.72500	94.41800	94.39300		40.515	0.19650
17.975	17.66	94.93	97.43300	97.43300	96.75400	94.44500	94.41500		39.566	0.20304
17.978	17.66	94.95	97.45700	97.45700	96.78300	94.47300	94.43700		40.922	0.19131
17.980	17.66	94.97	97.48200	97.48200	96.81300	94.49200	94.45200		39.183	0.20049
17.983	17.66	94.99	97.50600	97.50600	96.84200	94.51900	94.47400		40.651	0.20901
17.985	17.67	95.01	97.53100	97.53100	96.87100	94.53800	94.48800		41.206	0.20072
17.987	17.67	95.03	97.55500	97.55500	96.90000	94.55700	94.50300		40.612	0.18941
17.990	17.67	95.06	97.58000	97.58000	96.93000	94.58400	94.52500		42.113	0.19355
17.993	17.68	95.08	97.60400	97.60400	96.95900	94.61200	94.54700		45.257	0.18661
17.995	17.68	95.11	97.63700	97.63700	96.99800	94.63100	94.56200		43.467	0.18904
17.997	17.68	95.13	97.66200	97.66200	97.02700	94.64900	94.57700		41.513	0.19571
18.000	17.69	95.15	97.68600	97.68600	97.05700	94.67700	94.59900		40.846	0.20194
18.003	17.69	95.17	97.71100	97.71100	97.08600	94.70500	94.62100		41.059	0.18392
18.005	17.69	95.19	97.73500	97.73500	97.11500	94.72300	94.63600		40.248	0.17783
18.005	17.69	95.19	97.73500	97.73500	97.11500	94.72300	94.63600		41.609	0.17756
18.007	17.70	95.22	97.76000	97.76000	97.14400	94.74200	94.65000		41.500	0.20104
18.010	17.70	95.24	97.78400	97.78400	97.17400	94.76900	94.67300		38.589	0.18732
18.013	17.70	95.26	97.80900	97.80900	97.20300	94.79700	94.69500		43.085	0.18955
18.015	17.70	95.28	97.83300	97.83300	97.23200	94.81600	94.70900		40.221	0.19806
18.017	17.71	95.30	97.85800	97.85800	97.26100	94.83400	94.72400		42.956	0.20199
18.020	17.71	95.33	97.88200	97.88200	97.29100	94.86200	94.74600		41.746	0.19614
18.022	17.71	95.35	97.90700	97.90700	97.32000	94.88100	94.76100		38.097	0.20140
18.025	17.72	95.37	97.93100	97.93100	97.34900	94.90800	94.78300		40.395	0.17735
18.028	17.72	95.39	97.95600	97.95600	97.37900	94.93600	94.80500		40.033	0.19444
18.030	17.72	95.41	97.98000	97.98000	97.40800	94.95500	94.82000		43.928	0.18716
18.032	17.73	95.43	98.00500	98.00500	97.43700	94.97300	94.83500		40.814	0.18698
18.035	17.73	95.46	98.03000	98.03000	97.46600	95.00100	94.85700		38.836	0.20249
18.038	17.73	95.48	98.05400	98.05400	97.49600	95.02900	94.87900		42.650	0.18332
18.040	17.73	95.50	98.07900	98.07900	97.52500	95.04700	94.89400		42.284	0.17738
18.042	17.74	95.52	98.10300	98.10300	97.55400	95.06600	94.90800		43.057	0.18426
18.045	17.74	95.54	98.12800	98.12800	97.58300	95.09400	94.93000		38.467	0.19117
18.048	17.74	95.56	98.15200	98.15200	97.61300	95.12100	94.95200		39.156	0.21226
18.050	17.75	95.59	98.17700	98.17700	97.64200	95.14000	94.96700		40.127	0.19834
18.052	17.75	95.61	98.20100	98.20100	97.67100	95.15800	94.98200		41.249	0.19628
18.055	17.75	95.63	98.22600	98.22600	97.70100	95.18600	95.00400		41.173	0.19522
18.058	17.75	95.65	98.25000	98.25000	97.73000	95.21400	95.02600		44.496	0.18361
18.060	17.76	95.67	98.27500	98.27500	97.75900	95.23200	95.04100		42.543	0.18056
18.063	17.76	95.69	98.29900	98.29900	97.78800	95.26000	95.06300		40.329	0.17671
18.065	17.76	95.72	98.32400	98.32400	97.81800	95.27900	95.07800		36.634	0.22610
18.067	17.77	95.74	98.34800	98.34800	97.84700	95.29700	95.09200		37.009	0.21738
18.070	17.77	95.76	98.37300	98.37300	97.87600	95.32500	95.11500		36.223	0.22716
18.073	17.77	95.78	98.39700	98.39700	97.90500	95.35300	95.13700		38.927	0.22349
18.075	17.78	95.80	98.42200	98.42200	97.93500	95.37100	95.15100		33.766	0.24680
18.077	17.78	95.83	98.44700	98.44700	97.96400	95.39000	95.16600		33.374	0.23141
18.080	17.78	95.85	98.47100	98.47100	97.99300	95.41800	95.18800		34.783	0.22689
18.083	17.79	95.87	98.49600	98.49600	98.02200	95.44500	95.21000		34.714	0.21572
18.085	17.79	95.89	98.52000	98.52000	98.05200	95.46400	95.22500		36.494	0.20886
18.087	17.79	95.91	98.54500	98.54500	98.08100	95.48200	95.24000		34.728	0.22077
18.090	17.79	95.94	98.56900	98.56900	98.11000	95.51000	95.26200		34.958	0.19695
18.093	17.80	95.96	98.59400	98.59400	98.14000	95.53800	95.28400		35.806	0.21699
18.095	17.80	95.98	98.61800	98.61800	98.16900	95.55600	95.29900		37.109	0.21281
18.097	17.80	96.00	98.64300	98.64300	98.19800	95.57500	95.31300		36.967	0.20860
18.100	17.81	96.02	98.66700	98.66700	98.22700	95.60300	95.33600		38.401	0.21316
18.103	17.81	96.04	98.69200	98.69200	98.25700	95.63100	95.35800		39.052	0.21764
18.105	17.81	96.06	98.71600	98.71600	98.28600	95.64900	95.37200		38.695	0.21054
18.108	17.82	96.09	98.74900	98.74900	98.32500	95.67700	95.39400		36.525	0.22195
18.110	17.82	96.12	98.77400	98.77400	98.35400	95.69500	95.40900		36.971	0.21177
18.112	17.82	96.14	98.79800	98.79800	98.38400	95.71400	95.42400		38.408	0.20736
18.115	17.82	96.16	98.82300	98.82300	98.41300	95.74200	95.44600		37.322	0.20856
18.118	17.83	96.18	98.84700	98.84700	98.44200	95.76900	95.46800		37.561	0.22051
18.120	17.83	96.20	98.87200	98.87200	98.47100	95.78800	95.48300		37.246	0.21250
18.122	17.83	96.22	98.89600	98.89600	98.50100	95.80600	95.49800		37.394	0.22033
18.125	17.84	96.25	98.92100	98.92100	98.53000	95.83400	95.52000		35.201	0.22483
18.128	17.84	96.27	98.94500	98.94500	98.55900	95.86200	95.54200		36.697	0.19954
18.130	17.84	96.29	98.97000	98.97000	98.58800	95.88100	95.55700		38.953	0.18807
18.132	17.85	96.31	98.99400	98.99400	98.61800	95.89900	95.57100		41.210	0.17684
18.135	17.85	96.33	99.01900	99.01900	98.64700	95.92700	95.59300		42.275	0.18513
18.138	17.85	96.36	99.04300	99.04300	98.67600	95.95500	95.61500		43.301	0.19352
18.140	17.86	96.38	99.06800	99.06800	98.70500	95.97300	95.63000		42.155	0.19506
18.142	17.86	96.40	99.09200	99.09200	98.73500	95.99200	95.64500		37.157	0.20655
18.145	17.86	96.42	99.11700	99.11700	98.76400	96.01900	95.66700		36.530	0.22965
18.147	17.86	96.44	99.14200	99.14200	98.79300	96.03800	95.68200		36.274	0.20564
18.150	17.87	96.46	99.16600	99.16600	98.82300	96.06600	95.70400		35.356	0.21998
18.153	17.87	96.49	99.19100	99.19100	98.85200	96.09300	95.72600		35.759	0.22440
18.155	17.87	96.51	99.21500	99.21500	98.88100	96.11200	95.74100		33.971	0.21790
18.157	17.88	96.53	99.24000	99.24000	98.91000	96.13000	95.75500		35.019	0.21206
18.160	17.88	96.55	99.26400	99.26400	98.94000	96.15800	95.77700		36.950	0.19132
18.163	17.88	96.57	99.28900	99.28900	98.96900	96.18600	95.80000		36.500	0.21788
18.165	17.89	96.59	99.31300	99.31300	98.99800	96.20500	95.81400		37.813	0.19990
18.167	17.89	96.62	99.33800	99.33800	99.02700	96.22300	95.82900		35.114	0.21851
18.170	17.89	96.64	99.36200	99.36200	99.05700	96.25100	95.85100		35.064	0.21836
18.173	17.89	96.66	99.38700	99.38700	99.08600	96.27900	95.87300		35.029	0.22068
18.175	17.90	96.68	99.41100	99.41100	99.11500	96.29700	95.88800		34.098	0.21174
18.177	17.90	96.70	99.43600	99.43600	99.14500	96.31600	95.90300		35.894	0.19303
18.180	17.90	96.73	99.46000	99.46000	99.17400	96.34300	95.92500		35.701	0.21488
18.183	17.91	96.75	99.48500	99.48500	99.20300	96.37100	95.94700		33.926	0.21442
18.185	17.91	96.77	99.50900	99.50900	99.23200	96.39000	95.96200		34.773	0.20529
18.188	17.91	96.79	99.53400	99.53400	99.26200	96.41800	95.98400		37.145	0.21016
18.190	17.91	96.81	99.55900	99.55900	99.29100	96.43600	95.99800		39.499	0.20998
18.192	17.92	96.83	99.58300	99.58300	99.32000	96.45500	96.01300		37.618	0.20165
18.195	17.92	96.86	99.60800	99.60800	99.34900	96.48200	96.03500		39.004	0.21226
18.198	17.92	96.88	99.63200	99.63200	99.37900	96.51000	96.05700		39.860	0.21071
18.200	17.93	96.90	99.65700	99.65700	99.40800	96.52900	96.07200		38.652	0.18826
18.202	17.93	96.92	99.68100	99.68100	99.43700	96.54700	96.08700		39.648	0.20324
18.205	17.93	96.94	99.70600	99.70600	99.46700	96.57500	96.10900		40.331	0.20016
18.208	17.94	96.97	99.73000	99.73000	99.49600	96.60300	96.13100		37.357	0.20490
18.210	17.94	96.99	99.75500	99.75500	99.52500	96.62100	96.14600		38.524	0.19515
18.212	17.94	97.01	99.77900	99.77900	99.55400	96.64000	96.16100		38.205	0.18970
18.215	17.95	97.03	99.80400	99.80400	99.58400	96.66700	96.18300		38.886	0.18927
18.218	17.95	97.06	99.83700	99.83700	99.62300	96.69500	96.20500		38.583	0.20058
18.220	17.95	97.08	99.86100	99.86100	99.65200	96.71400	96.21900		37.493	0.20858
18.222	17.95	97.10	99.88600	99.88600	99.68100	96.73200	96.23400		36.266	0.20829
18.225	17.96	97.12	99.91000	99.91000	99.71000	96.76000	96.25600		39.200	0.20282
18.228	17.96	97.15	99.93500	99.93500	99.74000	96.78800	96.27800		39.506	0.20092
18.230	17.96	97.17	99.95900	99.95900	99.76900	96.80600	96.29300		38.347	0.19949
18.233	17.97	97.19	99.98400	99.98400	99.79800	96.83400	96.31500		38.114	0.21014
18.235	17.97	97.21	100.01000	100.01000	99.82800	96.85300	96.33000		38.540	0.20944
18.237	17.97	97.23	100.03000	100.03000	99.85700	96.87100	96.34500		35.713	0.20402
18.240	17.98	97.25	100.06000	100.06000	99.88600	96.89900	96.36700		37.492	0.20284
18.243	17.98	97.28	100.08000	100.08000	99.91500	96.92700	96.38900		37.427	0.20751
18.245	17.98	97.30	100.10000	100.10000	99.94500	96.94500	96.40400		36.716	0.21031
18.247	17.98	97.32	100.12000	100.12000	99.97400	96.96400	96.41800		37.629	0.21501
18.250	17.99	97.34	100.14000	100.14000	100.00000	96.99200	96.44000		37.960	0.20659
18.253	17.99	97.36	100.16000	100.16000	100.03000	97.01900	96.46300		36.475	0.21406
18.255	17.99	97.39	100.17000	100.18000	100.06000	97.03800	96.47700		36.313	0.20412
18.257	18.00	97.41	100.19000	100.20000	100.09000	97.05600	96.49200		37.124	0.20656
18.260	18.00	97.43	100.21000	100.22000	100.12000	97.08400	96.51400		37.534	0.21455
18.263	18.00	97.45	100.23000	100.24000	100.15000	97.11200	96.53600		36.814	0.22403
18.265	18.01	97.47	100.24000	100.26000	100.18000	97.13000	96.55100		35.859	0.21415
18.267	18.01	97.50	100.26000	100.28000	100.21000	97.14900	96.56600		36.107	0.20741
18.270	18.01	97.52	100.28000	100.30000	100.24000	97.17700	96.58800		36.672	0.20530
18.272	18.02	97.54	100.30000	100.32000	100.27000	97.19500	96.60300		36.898	0.20805
18.275	18.02	97.56	100.32000	100.34000	100.30000	97.22300	96.62500		37.056	0.20292
18.278	18.02	97.58	100.33000	100.36000	100.33000	97.25100	96.64700		37.074	0.20677
18.280	18.02	97.60	100.35000	100.37000	100.35000	97.26900	96.66100		38.682	0.19001
18.282	18.03	97.62	100.37000	100.39000	100.38000	97.28800	96.67600		36.758	0.21836
18.285	18.03	97.65	100.39000	100.41000	100.41000	97.31600	96.69800		36.558	0.21651
18.288	18.03	97.67	100.41000	100.43000	100.44000	97.34300	96.72000		36.474	0.20629
18.290	18.04	97.69	100.42000	100.45000	100.47000	97.36200	96.73500		36.154	0.21538
