/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for the spliced stratigraphic section at IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951383, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.571402 * MEDIAN LONGITUDE: -10.126045 * SOUTH-BOUND LATITUDE: 37.571307 * WEST-BOUND LONGITUDE: -10.126180 * NORTH-BOUND LATITUDE: 37.571490 * EAST-BOUND LONGITUDE: -10.125932
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2589.0 m * MAXIMUM ELEVATION: -2584.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	339-U1385A * LATITUDE: 37.571490 * LONGITUDE: -10.126180 * ELEVATION: -2587.0 m * Recovery: 155.87 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 151.5 m cored; 103 % recovered; 151.5 m penetrated
	339-U1385B * LATITUDE: 37.571487 * LONGITUDE: -10.125935 * ELEVATION: -2587.0 m * Recovery: 150.73 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.3 m cored; 103 % recovered; 146.3 m penetrated
	339-U1385D * LATITUDE: 37.571307 * LONGITUDE: -10.125932 * ELEVATION: -2584.0 m * Recovery: 153.95 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.4 m cored; 105 % recovered; 146.4 m penetrated
	339-U1385E * LATITUDE: 37.571308 * LONGITUDE: -10.126153 * ELEVATION: -2589.0 m * Recovery: 151.32 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 148.7 m cored; 102 % recovered; 148.7 m penetrated
Parameter(s):	Event label (Event) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	Sample code/label (Sample label) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	68035 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth corr cr [crmcd]	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
339-U1385D	339-U1385D-8H-4,1250	69.4800	549.51000	548.08000	552.80000	549.51	43.1820	0.194560
339-U1385D	339-U1385D-8H-4,1250	69.4800	549.51000	548.08000	552.80000	549.51	43.1820	0.194560
339-U1385D	339-U1385D-8H-4,1260	69.4900	549.58000	548.17000	552.90000	549.58	44.7270	0.179020
339-U1385D	339-U1385D-8H-4,1270	69.5000	549.66000	548.27000	553.01000	549.66	43.7930	0.170960
339-U1385D	339-U1385D-8H-4,1280	69.5100	549.74000	548.36000	553.11000	549.74	45.5320	0.167590
339-U1385D	339-U1385D-8H-4,1290	69.5200	549.81000	548.45000	553.21000	549.81	44.4280	0.181220
339-U1385D	339-U1385D-8H-4,1300	69.5300	549.89000	548.54000	553.31000	549.89	44.4110	0.185860
339-U1385D	339-U1385D-8H-4,1310	69.5400	549.97000	548.63000	553.41000	549.97	44.7830	0.178680
339-U1385D	339-U1385D-8H-4,1320	69.5500	550.04000	548.72000	553.51000	550.04	44.3070	0.175970
339-U1385D	339-U1385D-8H-4,1330	69.5600	550.12000	548.81000	553.61000	550.12	41.9180	0.192610
339-U1385D	339-U1385D-8H-4,1340	69.5700	550.19000	548.91000	553.71000	550.19	43.9860	0.180230
339-U1385D	339-U1385D-8H-4,1350	69.5800	550.27000	549.00000	553.82000	550.27	46.4780	0.186710
339-U1385D	339-U1385D-8H-4,1360	69.5900	550.35000	549.09000	553.92000	550.35	49.6550	0.170170
339-U1385D	339-U1385D-8H-4,1370	69.6000	550.42000	549.18000	554.02000	550.42	39.9540	0.218500
339-U1385D	339-U1385D-8H-4,1380	69.6100	550.50000	549.27000	554.12000	550.50	41.2990	0.196230
339-U1385D	339-U1385D-8H-4,1390	69.6200	550.58000	549.36000	554.22000	550.58	43.3210	0.186830
339-U1385D	339-U1385D-8H-4,1400	69.6300	550.65000	549.45000	554.32000	550.65	38.3740	0.200490
339-U1385D	339-U1385D-8H-4,1410	69.6400	550.73000	549.54000	554.42000	550.73	37.4440	0.216260
339-U1385D	339-U1385D-8H-4,1420	69.6500	550.80000	549.64000	554.52000	550.80	35.7050	0.227510
339-U1385D	339-U1385D-8H-4,1430	69.6600	550.88000	549.73000	554.63000	550.88	35.1040	0.218820
339-U1385D	339-U1385D-8H-4,1440	69.6700	550.96000	549.82000	554.73000	550.96	34.6920	0.222060
339-U1385D	339-U1385D-8H-4,1450	69.6800	551.03000	549.91000	554.83000	551.03	33.9300	0.216430
339-U1385D	339-U1385D-8H-4,1460	69.6900	551.11000	550.00000	554.93000	551.11	33.6840	0.244220
339-U1385D	339-U1385D-8H-4,1490	69.7200	551.34000	550.28000	555.23000	551.34	34.0190	0.228960
339-U1385D	339-U1385D-8H-5,10	69.7400	551.49000	550.46000	555.44000	551.49	35.4530	0.236460
339-U1385D	339-U1385D-8H-5,20	69.7500	551.57000	550.55000	555.54000	551.57	35.2450	0.236440
339-U1385D	339-U1385D-8H-5,30	69.7600	551.64000	550.64000	555.64000	551.64	33.9770	0.233060
339-U1385D	339-U1385D-8H-5,40	69.7700	551.72000	550.73000	555.74000	551.72	35.9620	0.228880
339-U1385D	339-U1385D-8H-5,50	69.7800	551.80000	550.82000	555.84000	551.80	36.6270	0.214070
339-U1385D	339-U1385D-8H-5,60	69.7900	551.87000	550.91000	555.94000	551.87	36.3970	0.212190
339-U1385D	339-U1385D-8H-5,70	69.8000	551.95000	551.01000	556.04000	551.95	34.9840	0.250330
339-U1385D	339-U1385D-8H-5,80	69.8100	552.03000	551.10000	556.14000	552.03	36.4410	0.227150
339-U1385D	339-U1385D-8H-5,90	69.8200	552.10000	551.19000	556.25000	552.10	35.5630	0.226050
339-U1385D	339-U1385D-8H-5,100	69.8300	552.18000	551.28000	556.35000	552.18	36.0480	0.208870
339-U1385D	339-U1385D-8H-5,110	69.8400	552.26000	551.37000	556.45000	552.26	36.0170	0.242280
339-U1385D	339-U1385D-8H-5,120	69.8500	552.33000	551.46000	556.55000	552.33	35.8150	0.219280
339-U1385D	339-U1385D-8H-5,130	69.8600	552.41000	551.55000	556.65000	552.41	35.8340	0.213720
339-U1385D	339-U1385D-8H-5,140	69.8700	552.48000	551.64000	556.75000	552.48	37.2120	0.210380
339-U1385D	339-U1385D-8H-5,150	69.8800	552.56000	551.74000	556.85000	552.56	34.8930	0.240010
339-U1385D	339-U1385D-8H-5,160	69.8900	552.64000	551.83000	556.95000	552.64	34.5700	0.224530
339-U1385D	339-U1385D-8H-5,170	69.9000	552.71000	551.92000	557.06000	552.71	34.1550	0.226770
339-U1385D	339-U1385D-8H-5,180	69.9100	552.79000	552.01000	557.16000	552.79	34.5580	0.221920
339-U1385D	339-U1385D-8H-5,190	69.9200	552.87000	552.10000	557.26000	552.87	36.4070	0.204460
339-U1385D	339-U1385D-8H-5,200	69.9300	552.94000	552.19000	557.36000	552.94	34.9730	0.209370
339-U1385D	339-U1385D-8H-5,210	69.9400	553.02000	552.28000	557.46000	553.02	35.4600	0.204830
339-U1385D	339-U1385D-8H-5,220	69.9500	553.09000	552.38000	557.56000	553.09	35.8080	0.226410
339-U1385D	339-U1385D-8H-5,230	69.9600	553.17000	552.47000	557.66000	553.17	33.8500	0.219510
339-U1385D	339-U1385D-8H-5,240	69.9700	553.25000	552.56000	557.76000	553.25	29.4290	0.218930
339-U1385D	339-U1385D-8H-5,250	69.9800	553.32000	552.65000	557.87000	553.32	29.4160	0.239840
339-U1385D	339-U1385D-8H-5,250	69.9800	553.32000	552.65000	557.87000	553.32	29.4160	0.239840
339-U1385D	339-U1385D-8H-5,250	69.9800	553.32000	552.65000	557.87000	553.32	29.4160	0.239840
339-U1385D	339-U1385D-8H-5,260	69.9900	553.40000	552.74000	557.97000	553.40	33.0740	0.226250
339-U1385D	339-U1385D-8H-5,270	70.0000	553.48000	552.83000	558.07000	553.48	30.8600	0.238870
339-U1385D	339-U1385D-8H-5,280	70.0100	553.55000	552.92000	558.17000	553.55	28.9170	0.236500
339-U1385D	339-U1385D-8H-5,290	70.0200	553.63000	553.01000	558.27000	553.63	26.6700	0.248160
339-U1385D	339-U1385D-8H-5,300	70.0300	553.71000	553.11000	558.37000	553.71	24.1340	0.273470
339-U1385D	339-U1385D-8H-5,310	70.0400	553.78000	553.20000	558.47000	553.78	24.7790	0.286790
339-U1385D	339-U1385D-8H-5,320	70.0500	553.86000	553.29000	558.57000	553.86	19.3370	0.338860
339-U1385D	339-U1385D-8H-5,330	70.0600	553.93000	553.38000	558.67000	553.93	22.4900	0.333700
339-U1385D	339-U1385D-8H-5,340	70.0700	554.01000	553.47000	558.78000	554.01	19.6440	0.339820
339-U1385D	339-U1385D-8H-5,350	70.0800	554.09000	553.56000	558.88000	554.09	20.5750	0.333370
339-U1385D	339-U1385D-8H-5,370	70.1000	554.24000	553.74000	559.08000	554.24	22.5240	0.344450
339-U1385D	339-U1385D-8H-5,380	70.1100	554.32000	553.84000	559.18000	554.32	21.8580	0.333070
339-U1385D	339-U1385D-8H-5,390	70.1200	554.39000	553.93000	559.28000	554.39	25.0240	0.291290
339-U1385D	339-U1385D-8H-5,400	70.1300	554.47000	554.02000	559.38000	554.47	27.7580	0.252510
339-U1385D	339-U1385D-8H-5,410	70.1400	554.55000	554.11000	559.48000	554.55	31.1870	0.215970
339-U1385D	339-U1385D-8H-5,420	70.1500	554.62000	554.20000	559.59000	554.62	30.1630	0.243790
339-U1385D	339-U1385D-8H-5,430	70.1600	554.70000	554.29000	559.69000	554.70	32.0750	0.237580
339-U1385D	339-U1385D-8H-5,440	70.1700	554.77000	554.38000	559.79000	554.77	33.2580	0.206240
339-U1385D	339-U1385D-8H-5,450	70.1800	554.85000	554.48000	559.89000	554.85	34.7910	0.184840
339-U1385D	339-U1385D-8H-5,460	70.1900	554.93000	554.57000	559.99000	554.93	31.1130	0.203870
339-U1385D	339-U1385D-8H-5,470	70.2000	555.00000	554.66000	560.09000	555.00	30.7920	0.215360
339-U1385D	339-U1385D-8H-5,480	70.2100	555.08000	554.75000	560.19000	555.08	32.3390	0.207320
339-U1385D	339-U1385D-8H-5,490	70.2200	555.16000	554.84000	560.29000	555.16	35.8720	0.178540
339-U1385D	339-U1385D-8H-5,500	70.2300	555.23000	554.93000	560.40000	555.23	29.1210	0.229090
339-U1385D	339-U1385D-8H-5,500	70.2300	555.23000	554.93000	560.40000	555.23	29.1210	0.229090
339-U1385D	339-U1385D-8H-5,500	70.2300	555.23000	554.93000	560.40000	555.23	29.1210	0.229090
339-U1385D	339-U1385D-8H-5,510	70.2400	555.31000	555.02000	560.50000	555.31	32.7190	0.187490
339-U1385D	339-U1385D-8H-5,520	70.2500	555.39000	555.11000	560.60000	555.39	28.3710	0.220260
339-U1385D	339-U1385D-8H-5,530	70.2600	555.46000	555.21000	560.70000	555.46	23.9670	0.255890
339-U1385D	339-U1385D-8H-5,540	70.2700	555.54000	555.30000	560.80000	555.54	22.8790	0.271990
339-U1385D	339-U1385D-8H-5,550	70.2800	555.61000	555.39000	560.90000	555.61	18.6830	0.340470
339-U1385D	339-U1385D-8H-5,560	70.2900	555.69000	555.48000	561.00000	555.69	21.8910	0.302050
339-U1385D	339-U1385D-8H-5,570	70.3000	555.77000	555.57000	561.10000	555.77	21.9470	0.259110
339-U1385D	339-U1385D-8H-5,580	70.3100	555.84000	555.66000	561.21000	555.84	20.1120	0.301290
339-U1385D	339-U1385D-8H-5,590	70.3200	555.92000	555.75000	561.31000	555.92	19.9630	0.309010
339-U1385D	339-U1385D-8H-5,600	70.3300	556.00000	555.85000	561.41000	556.00	17.0790	0.422810
339-U1385D	339-U1385D-8H-5,610	70.3400	556.07000	555.94000	561.51000	556.07	16.3390	0.381190
339-U1385D	339-U1385D-8H-5,620	70.3500	556.15000	556.03000	561.61000	556.15	17.4370	0.349960
339-U1385D	339-U1385D-8H-5,630	70.3600	556.22000	556.12000	561.71000	556.22	18.6450	0.311200
339-U1385D	339-U1385D-8H-5,640	70.3700	556.30000	556.21000	561.81000	556.30	17.5050	0.368610
339-U1385D	339-U1385D-8H-5,650	70.3800	556.38000	556.30000	561.91000	556.38	15.3900	0.419460
339-U1385D	339-U1385D-8H-5,660	70.3900	556.45000	556.39000	562.02000	556.45	15.0330	0.478800
339-U1385D	339-U1385D-8H-5,670	70.4000	556.53000	556.48000	562.12000	556.53	15.6180	0.479920
339-U1385D	339-U1385D-8H-5,680	70.4100	556.61000	556.58000	562.22000	556.61	21.8180	0.301320
339-U1385D	339-U1385D-8H-5,690	70.4200	556.68000	556.67000	562.32000	556.68	25.8200	0.249510
339-U1385D	339-U1385D-8H-5,700	70.4300	556.76000	556.76000	562.42000	556.76	27.9700	0.213430
339-U1385D	339-U1385D-8H-5,710	70.4400	556.84000	556.85000	562.52000	556.84	30.9120	0.216410
339-U1385D	339-U1385D-8H-5,720	70.4500	556.91000	556.94000	562.62000	556.91	28.6470	0.225890
339-U1385D	339-U1385D-8H-5,730	70.4600	556.99000	557.03000	562.72000	556.99	28.9230	0.230300
339-U1385D	339-U1385D-8H-5,760	70.4900	557.22000	557.31000	563.03000	557.22	27.5200	0.197960
339-U1385D	339-U1385D-8H-5,770	70.5000	557.29000	557.40000	563.13000	557.29	31.5350	0.191500
339-U1385D	339-U1385D-8H-5,780	70.5100	557.37000	557.49000	563.23000	557.37	27.1240	0.220110
339-U1385D	339-U1385D-8H-5,790	70.5200	557.45000	557.58000	563.33000	557.45	24.3750	0.253260
339-U1385D	339-U1385D-8H-5,800	70.5300	557.52000	557.67000	563.43000	557.52	27.7680	0.214390
339-U1385D	339-U1385D-8H-5,810	70.5400	557.60000	557.76000	563.53000	557.60	28.3560	0.218930
339-U1385D	339-U1385D-8H-5,820	70.5500	557.68000	557.85000	563.64000	557.68	27.5620	0.232550
339-U1385D	339-U1385D-8H-5,830	70.5600	557.75000	557.95000	563.74000	557.75	24.5120	0.273740
339-U1385D	339-U1385D-8H-5,840	70.5700	557.83000	558.04000	563.84000	557.83	30.3850	0.203440
339-U1385D	339-U1385D-8H-5,850	70.5800	557.90000	558.13000	563.94000	557.90	29.7920	0.204910
339-U1385D	339-U1385D-8H-5,860	70.5900	557.98000	558.22000	564.04000	557.98	28.8110	0.204540
339-U1385D	339-U1385D-8H-5,870	70.6000	558.06000	558.31000	564.14000	558.06	26.9780	0.203240
339-U1385D	339-U1385D-8H-5,880	70.6100	558.13000	558.40000	564.24000	558.13	27.9950	0.232570
339-U1385D	339-U1385D-8H-5,890	70.6200	558.21000	558.49000	564.34000	558.21	28.5590	0.192340
339-U1385D	339-U1385D-8H-5,900	70.6300	558.29000	558.58000	564.44000	558.29	23.6320	0.251320
339-U1385D	339-U1385D-8H-5,910	70.6400	558.36000	558.68000	564.55000	558.36	22.6700	0.261600
339-U1385D	339-U1385D-8H-5,920	70.6500	558.44000	558.77000	564.65000	558.44	25.9500	0.230310
339-U1385D	339-U1385D-8H-5,930	70.6600	558.52000	558.86000	564.75000	558.52	24.3890	0.229050
339-U1385D	339-U1385D-8H-5,940	70.6700	558.59000	558.95000	564.85000	558.59	23.9170	0.249780
339-U1385D	339-U1385D-8H-5,950	70.6800	558.67000	559.04000	564.95000	558.67	23.8530	0.257660
339-U1385D	339-U1385D-8H-5,960	70.6900	558.74000	559.13000	565.05000	558.74	23.5790	0.266430
339-U1385D	339-U1385D-8H-5,970	70.7000	558.82000	559.22000	565.15000	558.82	25.5320	0.220590
339-U1385D	339-U1385D-8H-5,980	70.7100	558.90000	559.31000	565.25000	558.90	20.0690	0.288030
339-U1385D	339-U1385D-8H-5,990	70.7200	558.97000	559.41000	565.36000	558.97	22.4920	0.268970
339-U1385D	339-U1385D-8H-5,1000	70.7300	559.05000	559.50000	565.46000	559.05	24.1290	0.244180
339-U1385D	339-U1385D-8H-5,1000	70.7300	559.05000	559.50000	565.46000	559.05	24.1290	0.244180
339-U1385D	339-U1385D-8H-5,1000	70.7300	559.05000	559.50000	565.46000	559.05	24.1290	0.244180
339-U1385D	339-U1385D-8H-5,1010	70.7400	559.13000	559.59000	565.56000	559.13	23.7490	0.222340
339-U1385D	339-U1385D-8H-5,1020	70.7500	559.20000	559.68000	565.66000	559.20	21.0280	0.267900
339-U1385D	339-U1385D-8H-5,1030	70.7600	559.28000	559.77000	565.76000	559.28	21.1220	0.260710
339-U1385D	339-U1385D-8H-5,1040	70.7700	559.35000	559.86000	565.86000	559.35	21.9470	0.264290
339-U1385D	339-U1385D-8H-5,1050	70.7800	559.43000	559.95000	565.96000	559.43	23.6830	0.250460
339-U1385D	339-U1385D-8H-5,1060	70.7900	559.51000	560.05000	566.06000	559.51	22.4370	0.233860
339-U1385D	339-U1385D-8H-5,1070	70.8000	559.58000	560.14000	566.17000	559.58	20.0950	0.312020
339-U1385D	339-U1385D-8H-5,1080	70.8100	559.66000	560.23000	566.27000	559.66	20.6510	0.312740
339-U1385D	339-U1385D-8H-5,1090	70.8200	559.74000	560.32000	566.37000	559.74	22.6380	0.275000
339-U1385D	339-U1385D-8H-5,1100	70.8300	559.81000	560.41000	566.47000	559.81	20.5710	0.303940
339-U1385D	339-U1385D-8H-5,1110	70.8400	559.89000	560.50000	566.57000	559.89	18.6420	0.343400
339-U1385D	339-U1385D-8H-5,1120	70.8500	559.97000	560.59000	566.67000	559.97	17.3910	0.427660
339-U1385D	339-U1385D-8H-5,1130	70.8600	560.04000	560.68000	566.77000	560.04	17.0070	0.420000
339-U1385D	339-U1385D-8H-5,1140	70.8700	560.12000	560.78000	566.87000	560.12	16.1410	0.435940
339-U1385D	339-U1385D-8H-5,1150	70.8800	560.19000	560.87000	566.98000	560.19	15.6670	0.462960
339-U1385D	339-U1385D-8H-5,1160	70.8900	560.27000	560.96000	567.08000	560.27	14.8820	0.477730
339-U1385D	339-U1385D-8H-5,1170	70.9000	560.35000	561.05000	567.18000	560.35	16.1120	0.477960
339-U1385D	339-U1385D-8H-5,1180	70.9100	560.42000	561.14000	567.28000	560.42	16.0190	0.402500
339-U1385D	339-U1385D-8H-5,1190	70.9200	560.50000	561.23000	567.38000	560.50	14.2930	0.503520
339-U1385D	339-U1385D-8H-5,1200	70.9300	560.58000	561.32000	567.48000	560.58	13.9770	0.541060
339-U1385D	339-U1385D-8H-5,1210	70.9400	560.65000	561.42000	567.58000	560.65	15.2450	0.463760
339-U1385D	339-U1385D-8H-5,1220	70.9500	560.73000	561.51000	567.68000	560.73	14.5380	0.498630
339-U1385D	339-U1385D-8H-5,1230	70.9600	560.81000	561.60000	567.79000	560.81	14.3950	0.483820
339-U1385D	339-U1385D-8H-5,1240	70.9700	560.88000	561.69000	567.89000	560.88	15.4310	0.482560
339-U1385D	339-U1385D-8H-5,1250	70.9800	560.96000	561.78000	567.99000	560.96	15.4820	0.474140
339-U1385D	339-U1385D-8H-5,1250	70.9800	560.96000	561.78000	567.99000	560.96	15.4820	0.474140
339-U1385D	339-U1385D-8H-5,1250	70.9800	560.96000	561.78000	567.99000	560.96	15.4820	0.474140
339-U1385D	339-U1385D-8H-5,1260	70.9900	561.03000	561.87000	568.09000	561.03	17.3200	0.444850
339-U1385D	339-U1385D-8H-5,1270	71.0000	561.11000	561.96000	568.19000	561.11	15.6660	0.471680
339-U1385D	339-U1385D-8H-5,1280	71.0100	561.19000	562.05000	568.29000	561.19	17.7510	0.430070
339-U1385D	339-U1385D-8H-5,1300	71.0300	561.34000	562.24000	568.49000	561.34	20.1480	0.396920
339-U1385D	339-U1385D-8H-5,1310	71.0400	561.42000	562.33000	568.60000	561.42	20.0200	0.336490
339-U1385D	339-U1385D-8H-5,1320	71.0500	561.49000	562.42000	568.70000	561.49	20.4300	0.386510
339-U1385D	339-U1385D-8H-5,1330	71.0600	561.57000	562.51000	568.80000	561.57	23.3870	0.270850
339-U1385D	339-U1385D-8H-5,1340	71.0700	561.64000	562.60000	568.90000	561.64	26.0240	0.263670
339-U1385D	339-U1385D-8H-5,1350	71.0800	561.72000	562.69000	569.00000	561.72	28.6150	0.260970
339-U1385D	339-U1385D-8H-5,1360	71.0900	561.80000	562.78000	569.06000	561.80	27.2120	0.263160
339-U1385D	339-U1385D-8H-5,1370	71.1000	561.87000	562.88000	569.13000	561.87	28.8260	0.243210
339-U1385D	339-U1385D-8H-5,1380	71.1100	561.95000	562.97000	569.19000	561.95	27.3620	0.240740
339-U1385D	339-U1385D-8H-5,1390	71.1200	562.03000	563.06000	569.26000	562.03	28.6690	0.235360
339-U1385D	339-U1385D-8H-5,1400	71.1300	562.10000	563.15000	569.32000	562.10	29.0470	0.238300
339-U1385D	339-U1385D-8H-5,1410	71.1400	562.18000	563.24000	569.39000	562.18	28.3050	0.229710
339-U1385D	339-U1385D-8H-5,1420	71.1500	562.26000	563.33000	569.45000	562.26	28.0150	0.236120
339-U1385B	339-U1385B-8H-1,1050	71.1500	562.26000	563.33000	569.45000	562.26	29.7060	0.240360
339-U1385B	339-U1385B-8H-1,1060	71.1600	562.33000	563.42000	569.52000	562.33	30.3960	0.259070
339-U1385B	339-U1385B-8H-1,1070	71.1700	562.41000	563.52000	569.58000	562.41	29.6750	0.250380
339-U1385B	339-U1385B-8H-1,1080	71.1800	562.48000	563.61000	569.65000	562.48	27.4900	0.265390
339-U1385B	339-U1385B-8H-1,1090	71.1900	562.56000	563.70000	569.71000	562.56	26.8120	0.291450
339-U1385B	339-U1385B-8H-1,1100	71.2000	562.64000	563.79000	569.77000	562.64	28.7510	0.264410
339-U1385B	339-U1385B-8H-1,1110	71.2100	562.71000	563.88000	569.84000	562.71	26.8660	0.287510
339-U1385B	339-U1385B-8H-1,1120	71.2200	562.79000	563.97000	569.90000	562.79	30.6710	0.240740
339-U1385B	339-U1385B-8H-1,1120	71.2200	562.79000	563.97000	569.90000	562.79	30.6710	0.240740
339-U1385B	339-U1385B-8H-1,1120	71.2200	562.79000	563.97000	569.90000	562.79	30.6710	0.240740
339-U1385B	339-U1385B-8H-1,1130	71.2300	562.87000	564.06000	569.97000	562.87	31.1010	0.235020
339-U1385B	339-U1385B-8H-1,1140	71.2400	562.94000	564.15000	570.03000	562.94	31.0150	0.241400
339-U1385B	339-U1385B-8H-1,1150	71.2500	563.02000	564.25000	570.10000	563.02	30.4780	0.263600
339-U1385B	339-U1385B-8H-1,1160	71.2600	563.10000	564.34000	570.16000	563.10	29.9950	0.260280
339-U1385B	339-U1385B-8H-1,1170	71.2700	563.17000	564.43000	570.23000	563.17	32.4000	0.240000
339-U1385B	339-U1385B-8H-1,1180	71.2800	563.25000	564.52000	570.29000	563.25	31.6190	0.252970
339-U1385B	339-U1385B-8H-1,1200	71.3000	563.40000	564.70000	570.42000	563.40	35.8660	0.229850
339-U1385B	339-U1385B-8H-1,1210	71.3100	563.48000	564.79000	570.48000	563.48	33.8890	0.236270
339-U1385B	339-U1385B-8H-1,1220	71.3200	563.55000	564.89000	570.55000	563.55	30.6410	0.256400
339-U1385B	339-U1385B-8H-1,1230	71.3300	563.63000	564.98000	570.61000	563.63	30.1480	0.266520
339-U1385B	339-U1385B-8H-1,1240	71.3400	563.71000	565.07000	570.68000	563.71	31.1500	0.252040
339-U1385B	339-U1385B-8H-1,1250	71.3500	563.78000	565.16000	570.74000	563.78	32.7410	0.238870
339-U1385B	339-U1385B-8H-1,1260	71.3600	563.86000	565.25000	570.81000	563.86	32.0660	0.257910
339-U1385B	339-U1385B-8H-1,1270	71.3700	563.93000	565.34000	570.87000	563.93	31.0220	0.268560
