/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for the planktonic foraminifera Globigerina bulloides of sediment core MD01-2444 and IODPP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951397, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.000 m * MAXIMUM DEPTH, sediment/rock: 26.880 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Globigerina bulloides, δ18O [‰ PDB] (G. bulloides δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
	Globigerina bulloides, δ13C [‰ PDB] (G. bulloides δ13C) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	26013 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	G. bulloides δ18O [‰ PDB] (vs. VPDB, Mass spectrometer, ...)	G. bulloides δ13C [‰ PDB] (vs. VPDB, Mass spectrometer, ...)
	74.68	604.34	598.46000	602.43000	604.34000		598.84000		1.05	-0.69
	74.70	604.49	598.68000	602.57000	604.49000		599.10000		1.00	-0.81
	74.72	604.64	598.91000	602.71000	604.64000		599.36000		0.98	-0.84
	74.74	604.79	599.13000	602.86000	604.79000		599.62000		1.18	-0.93
	74.76	604.93	599.36000	603.00000	604.93000		599.88000		0.91	-1.03
	74.78	605.08	599.58000	603.14000	605.08000		600.14000		0.99	-0.87
	74.80	605.23	599.81000	603.29000	605.23000		600.40000		0.99	-0.87
	74.82	605.38	600.03000	603.43000	605.38000		600.66000		0.88	-0.91
	74.82	605.38	600.03000	603.43000	605.38000		600.66000		1.01	-0.74
	74.84	605.53	600.25000	603.57000	605.53000		600.92000		1.06	-0.57
	74.86	605.68	600.48000	603.71000	605.68000		601.18000		0.89	-0.62
	74.88	605.82	600.70000	603.86000	605.82000		601.44000		0.90	-0.87
	74.90	605.97	600.93000	604.00000	605.97000		601.70000		0.78	-0.81
	74.92	606.12	601.15000	604.14000	606.12000		601.96000		0.89	-0.64
	74.94	606.27	601.38000	604.29000	606.27000		602.22000		0.93	-0.64
	74.96	606.42	601.60000	604.43000	606.42000		602.48000		0.84	-0.72
	74.98	606.57	601.82000	604.57000	606.57000		602.74000		0.88	-0.64
	75.00	606.72	602.05000	604.71000	606.72000		603.00000		1.00	-0.53
	75.02	606.86	602.27000	604.86000	606.86000		603.26000		0.95	-0.54
	75.03	606.94	602.38000	604.93000	606.94000		603.39000		1.12	-0.42
	75.05	607.09	602.61000	605.07000	607.09000		603.65000		1.04	-0.70
	75.07	607.24	602.83000	605.21000	607.24000		603.91000		0.77	-0.80
	75.09	607.38	603.06000	605.36000	607.38000		604.17000		0.76	-0.78
	75.11	607.53	603.28000	605.50000	607.53000		604.43000		0.69	-0.80
	75.13	607.68	603.51000	605.64000	607.68000		604.69000		0.80	-0.84
	75.15	607.83	603.73000	605.79000	607.83000		604.95000		0.81	-0.63
	75.17	607.98	603.95000	605.93000	607.98000		605.21000		0.63	-0.86
	75.19	608.13	604.18000	606.07000	608.13000		605.47000		0.63	-0.99
	75.21	608.28	604.40000	606.21000	608.28000		605.73000		0.95	-1.02
	75.23	608.42	604.63000	606.36000	608.42000		605.99000		0.89	-0.82
	75.25	608.57	604.85000	606.50000	608.57000		606.25000		1.12	-0.89
	75.27	608.72	605.08000	606.64000	608.72000		606.51000		0.84	-0.92
	75.29	608.87	605.30000	606.79000	608.87000		606.78000		0.94	-0.55
	75.31	609.02	605.53000	606.93000	609.02000		607.04000		1.00	-0.93
	75.33	609.17	605.75000	607.07000	609.17000		607.30000		0.92	-0.73
	75.35	609.31	605.97000	607.21000	609.31000		607.56000		1.16	-0.31
	75.37	609.46	606.20000	607.36000	609.46000		607.82000		0.76	-0.88
	75.39	609.61	606.42000	607.50000	609.61000		608.08000		1.08	-0.78
	75.41	609.76	606.65000	607.64000	609.76000		608.34000		1.09	-0.69
	75.43	609.91	606.87000	607.79000	609.91000		608.60000		0.73	-0.87
	75.45	610.06	607.10000	607.93000	610.06000		608.86000		1.10	-0.65
	75.47	610.21	607.32000	608.07000	610.21000		609.12000		1.10	-0.59
	75.49	610.35	607.54000	608.21000	610.35000		609.38000		0.82	-0.78
	75.51	610.50	607.77000	608.36000	610.50000		609.64000		0.90	-0.59
	75.53	610.65	607.99000	608.50000	610.65000		609.90000		1.16	-0.23
	75.55	610.80	608.22000	608.64000	610.80000		610.16000		0.87	-0.82
	75.57	610.95	608.44000	608.79000	610.95000		610.42000		0.89	-0.70
	75.59	611.10	608.67000	608.93000	611.10000		610.68000		0.82	-0.70
	75.61	611.25	608.89000	609.07000	611.25000		610.94000		0.88	-0.67
	75.63	611.39	609.11000	609.21000	611.39000		611.20000		0.64	-0.70
	75.65	611.54	609.34000	609.36000	611.54000		611.46000		0.74	-0.74
	75.67	611.69	609.56000	609.50000	611.69000		611.72000		0.54	-0.76
	75.69	611.84	609.79000	609.64000	611.84000		611.98000		0.86	-0.49
	75.69	611.84	609.79000	609.64000	611.84000		611.98000		0.84	-0.44
	75.71	611.99	610.01000	609.79000	611.99000		612.24000		0.67	-0.77
	75.73	612.14	610.24000	609.93000	612.14000		612.50000		0.69	-0.94
	75.75	612.28	610.46000	610.07000	612.28000		612.76000		0.68	-0.78
	75.77	612.43	610.68000	610.21000	612.43000		613.02000		0.68	-0.69
	75.79	612.58	610.91000	610.36000	612.58000		613.28000		0.64	-0.69
	75.83	612.88	611.36000	610.64000	612.88000		613.80000		0.74	-0.67
	75.85	613.03	611.58000	610.79000	613.03000		614.06000		0.60	-0.97
	75.87	613.18	611.81000	610.93000	613.18000		614.32000		0.74	-0.72
	75.89	613.32	612.03000	611.07000	613.32000		614.58000		0.67	-0.68
	75.91	613.47	612.25000	611.21000	613.47000		614.84000		0.66	-0.69
	75.93	613.62	612.48000	611.36000	613.62000		615.11000		0.83	-0.65
	75.93	613.62	612.48000	611.36000	613.62000		615.11000		0.29	-1.02
	75.95	613.77	612.70000	611.50000	613.77000		615.37000		0.64	-0.72
	75.97	613.92	612.93000	611.64000	613.92000		615.63000		0.75	-0.58
	75.97	613.92	612.93000	611.64000	613.92000		615.63000		0.66	-0.75
	76.01	614.22	613.38000	611.93000	614.22000		616.15000		0.55	-0.82
	76.03	614.36	613.60000	612.13000	614.36000		616.41000		0.43	-0.70
	76.05	614.51	613.82000	612.40000	614.51000		616.67000		0.69	-0.87
	76.07	614.66	614.05000	612.66000	614.66000		616.93000		0.44	-0.86
	76.09	614.81	614.27000	612.92000	614.81000		617.19000		0.54	-0.76
	76.11	614.96	614.50000	613.19000	614.96000		617.45000		0.66	-0.74
	76.13	615.11	614.72000	613.45000	615.11000		617.71000		0.45	-0.87
	76.15	615.26	614.95000	613.72000	615.26000		617.97000		0.71	-0.68
	76.17	615.40	615.17000	613.98000	615.40000		618.23000		0.64	-0.75
	76.21	615.70	615.62000	614.51000	615.70000		618.75000		0.72	-0.87
	76.23	615.85	615.84000	614.77000	615.85000		619.01000		0.53	-0.89
	76.25	616.00	616.07000	615.04000	616.00000		619.27000		0.62	-0.90
	76.27	616.15	616.29000	615.30000	616.15000		619.53000		0.39	-0.95
	76.29	616.29	616.52000	615.56000	616.29000		619.79000		0.62	-0.82
	76.31	616.44	616.74000	615.83000	616.44000		620.05000		0.54	-1.00
	76.33	616.59	616.97000	616.09000	616.59000		620.31000		0.56	-1.05
	76.35	616.74	617.19000	616.36000	616.74000		620.57000		0.53	-1.16
	76.37	616.89	617.41000	616.62000	616.89000		620.83000		0.62	-1.05
	76.39	617.04	617.64000	616.88000	617.04000		621.09000		0.69	-0.96
	76.41	617.19	617.86000	617.15000	617.19000		621.35000		0.72	-1.23
	76.43	617.46	618.09000	617.41000	617.46000		621.61000		0.53	-1.05
	76.45	617.86	618.31000	617.68000	617.86000		621.87000		0.68	-1.10
	76.47	618.27	618.54000	617.94000	618.27000		622.13000		0.73	-1.20
	76.49	618.67	618.76000	618.20000	618.67000		622.39000		0.74	-1.21
	76.51	619.07	618.98000	618.47000	619.07000		622.65000		0.58	-1.29
	76.53	619.47	619.21000	618.73000	619.47000		622.91000		0.55	-1.87
	76.55	619.88	619.43000	619.00000	619.88000		623.17000		0.70	-1.36
	76.56	620.08	619.54000	619.13000	620.08000		623.30000		0.87	-1.36
	76.58	620.48	619.77000	619.39000	620.48000		623.57000		0.52	-1.47
	76.60	620.88	619.99000	619.66000	620.88000		623.83000		0.77	-1.39
	76.62	621.29	620.22000	619.92000	621.29000		624.09000		0.81	-1.46
	76.64	621.69	620.44000	620.18000	621.69000		624.35000		0.99	-1.37
	76.66	622.09	620.67000	620.45000	622.09000		624.61000		0.88	-1.49
	76.68	622.49	620.89000	620.71000	622.49000		624.86000		0.81	-1.29
	76.70	622.90	621.11000	620.98000	622.90000		625.10000		0.71	-1.22
	76.72	623.30	621.34000	621.24000	623.30000		625.34000		0.58	-1.20
	76.74	623.70	621.56000	621.50000	623.70000		625.57000		0.83	-1.26
	76.76	624.10	621.79000	621.77000	624.10000		625.81000		0.77	-1.12
	76.78	624.51	622.13000	622.13000	624.51000		626.04000		1.23	-1.08
	76.80	624.91	622.60000	622.60000	624.91000		626.28000		0.86	-1.10
	76.82	625.31	623.07000	623.07000	625.31000		626.51000		1.36	-0.88
	76.84	625.71	623.54000	623.54000	625.71000		626.75000		1.55	-0.90
	76.86	626.12	624.01000	624.01000	626.12000		630.55000		2.19	-0.78
	76.90	626.92	624.94000	624.94000	626.92000		644.50000		2.61	-0.53
	76.92	627.32	625.41000	625.41000	627.32000		651.47000		2.43	-0.85
	76.96	628.13	626.35000	626.35000	628.13000		664.03000		2.57	-0.88
	76.98	628.53	626.82000	626.82000	628.53000		664.13000		2.49	-1.18
	77.00	628.93	627.29000	627.29000	628.93000		664.24000		2.44	-1.16
	77.02	629.34	627.75000	627.75000	629.34000		664.34000		2.26	-1.18
	77.04	629.74	628.22000	628.22000	629.74000		664.44000		2.67	-1.18
	77.06	630.14	628.69000	628.69000	630.14000		664.54000		2.39	-0.97
	77.08	630.54	628.97000	629.00000	630.54000		664.65000		2.30	-1.13
	77.10	630.95	629.26000	629.31000	630.95000		664.75000		2.35	-1.26
	77.12	631.35	629.54000	629.62000	631.35000		664.85000		2.34	-1.18
	77.14	631.75	629.82000	629.93000	631.75000		664.96000		2.38	-1.13
	77.16	632.15	630.11000	630.24000	632.15000		665.06000		2.15	-0.98
	77.18	632.56	630.39000	630.55000	632.56000		665.16000		2.30	-1.25
	77.20	632.96	630.68000	630.86000	632.96000		665.26000		2.32	-1.04
	77.22	633.36	630.96000	631.17000	633.36000		665.37000		2.46	-1.25
	77.24	633.76	631.24000	631.48000	633.76000		665.47000		2.46	-1.19
	77.26	634.17	631.53000	631.79000	634.17000		665.57000		2.30	-1.40
	77.28	634.57	631.81000	632.09000	634.57000		665.68000		2.24	-1.32
	77.30	634.97	632.09000	632.40000	634.97000		665.78000		2.12	-1.35
	77.32	635.37	632.38000	632.71000	635.37000		665.88000		2.16	-1.13
	77.34	635.78	632.66000	633.02000	635.78000		665.98000		2.30	-1.06
	77.36	636.18	632.95000	633.33000	636.18000		666.09000		2.11	-1.12
	77.38	636.58	633.23000	633.64000	636.58000		666.19000		2.36	-1.16
	77.40	636.99	633.51000	633.95000	636.99000		666.29000		2.44	-1.09
	77.42	637.39	633.80000	634.26000	637.39000		666.40000		2.15	-1.26
	77.44	637.79	634.08000	634.57000	637.79000		666.50000		2.03	-1.25
	77.46	638.19	634.36000	634.88000	638.19000		666.60000		2.30	-1.20
	77.48	638.60	634.65000	635.19000	638.60000		666.70000		2.28	-1.04
	77.50	639.00	634.93000	635.50000	639.00000		666.81000		2.40	-1.33
	77.52	639.40	635.22000	635.81000	639.40000		666.91000		2.23	-1.32
	77.54	639.80	635.50000	636.12000	639.80000		667.01000		2.41	-1.23
	77.56	640.21	635.78000	636.43000	640.21000		667.12000		2.32	-1.18
	77.58	640.61	636.07000	636.74000	640.61000		667.22000		2.34	-1.11
	77.60	641.01	636.35000	637.05000	641.01000		667.32000		2.23	-1.18
	77.62	641.41	636.63000	637.36000	641.41000		667.42000		2.24	-1.15
	77.64	641.82	636.92000	637.67000	641.82000		667.53000		2.07	-1.30
	77.66	642.22	637.20000	637.98000	642.22000		667.63000		2.26	-1.31
	77.68	642.62	637.49000	638.29000	642.62000		667.73000		1.98	-1.31
	77.70	643.02	637.77000	638.60000	643.02000		667.84000		1.98	-1.53
	77.72	643.43	638.05000	638.90000	643.43000		667.94000		2.08	-1.25
	77.76	644.23	638.62000	639.52000	644.23000		668.14000		2.16	-1.04
	77.78	644.63	638.90000	639.83000	644.63000		668.25000		2.25	-1.38
	77.80	645.04	639.19000	640.14000	645.04000		668.35000		2.17	-1.34
	77.82	645.44	639.47000	640.45000	645.44000		668.45000		2.16	-1.25
	77.84	645.80	639.75000	640.76000	645.80000		668.56000		2.02	-1.53
	77.86	646.11	640.04000	641.07000	646.11000		668.66000		2.09	-1.24
	77.88	646.42	640.32000	641.38000	646.42000		668.76000		1.92	-1.45
	77.90	646.74	640.61000	641.69000	646.74000		668.86000		1.77	-1.80
	77.92	647.05	640.89000	642.00000	647.05000		668.97000		1.90	-1.54
	77.94	647.36	641.17000	642.55000	647.36000		669.07000		1.96	-1.29
	77.96	647.68	641.46000	643.11000	647.68000		669.17000		1.86	-1.07
	77.98	647.99	641.74000	643.66000	647.99000		669.28000		1.88	-1.23
	78.00	648.30	642.02000	644.22000	648.30000		669.38000		2.17	-0.97
	78.02	648.61	642.31000	644.77000	648.61000		669.48000		1.80	-1.34
	78.04	648.93	642.59000	645.32000	648.93000		669.58000		1.71	-1.52
	78.06	649.24	642.88000	645.88000	649.24000		669.69000		1.98	-1.26
	78.08	649.48	643.09000	646.29000	649.48000		669.76000		1.95	-1.43
	78.08	649.55	643.16000	646.43000	649.55000		669.79000		1.91	-1.23
	78.12	650.18	643.73000	647.54000	650.18000		670.00000		1.85	-1.44
	78.14	650.49	644.01000	648.09000	650.49000		670.10000		2.39	-1.25
	78.16	650.81	644.29000	648.65000	650.81000		670.20000		2.11	-1.07
	78.18	651.12	644.58000	649.20000	651.12000		670.30000		1.67	-1.20
	78.20	651.43	644.86000	649.75000	651.43000		670.41000		1.98	-1.01
	78.22	651.75	645.15000	650.31000	651.75000		670.51000		2.02	-1.32
	78.24	652.06	645.43000	650.86000	652.06000		670.61000		2.01	-1.38
	78.26	652.37	645.71000	651.42000	652.37000		670.72000		2.12	-1.06
	78.28	652.68	646.00000	651.97000	652.68000		670.82000		1.92	-1.49
	78.30	653.00	646.28000	652.52000	653.00000		670.92000		2.00	-0.97
	78.32	653.31	646.56000	653.08000	653.31000		671.02000		1.86	-1.21
	78.34	653.62	646.85000	653.63000	653.62000		671.13000		1.74	-1.42
	78.36	653.94	647.13000	654.18000	653.94000		671.23000		1.74	-1.11
	78.38	654.25	647.42000	654.74000	654.25000		671.33000		2.09	-1.16
	78.40	654.56	647.70000	655.29000	654.56000		671.44000		2.44	-1.28
	78.42	654.88	647.98000	655.85000	654.88000		671.54000		2.29	-1.34
	78.44	655.19	648.27000	656.40000	655.19000		671.64000		1.95	-1.15
	78.46	655.50	648.55000	656.95000	655.50000		671.74000		2.39	-1.21
	78.48	655.82	648.83000	657.51000	655.82000		671.85000		2.19	-1.28
	78.50	656.13	649.12000	658.06000	656.13000		671.95000		2.27	-1.41
	78.52	656.44	649.40000	658.62000	656.44000		672.05000		2.26	-1.33
	78.54	656.76	649.68000	659.17000	656.76000		672.16000		2.33	-1.21
	78.56	657.07	649.97000	659.72000	657.07000		672.26000		2.48	-1.43
	78.58	657.38	650.25000	660.28000	657.38000		672.36000		2.23	-1.39
	78.60	657.69	650.54000	660.83000	657.69000		672.46000		2.23	-1.48
	78.62	658.01	650.82000	661.38000	658.01000		672.57000		2.11	-1.48
	78.64	658.32	651.10000	661.94000	658.32000		672.67000		2.09	-1.44
	78.66	658.63	651.39000	662.49000	658.63000		672.77000		1.93	-1.28
	78.68	658.95	651.67000	663.05000	658.95000		672.88000		1.81	-1.48
	78.70	659.26	651.95000	663.60000	659.26000		672.98000		1.85	-1.27
	78.72	659.57	652.24000	664.15000	659.57000		673.08000		2.02	-1.28
	78.74	659.89	652.52000	664.71000	659.89000		673.18000		2.14	-1.50
	78.76	660.20	652.81000	665.26000	660.20000		673.29000		2.03	-1.22
	78.78	660.51	653.09000	665.82000	660.51000		673.39000		1.68	-1.48
	78.80	660.83	653.37000	666.37000	660.83000		673.49000		1.85	-1.20
	78.82	661.14	653.66000	666.92000	661.14000		673.60000		1.56	-1.37
	78.84	661.45	653.94000	667.48000	661.45000		673.70000		1.83	-1.53
	78.86	661.77	654.22000	668.03000	661.77000		673.80000		2.09	-1.46
	78.88	662.08	654.51000	668.58000	662.08000		673.90000		2.14	-1.45
	78.90	662.39	654.79000	669.14000	662.39000		674.01000		2.01	-1.46
	78.92	662.70	655.08000	669.69000	662.70000		674.11000		1.74	-1.52
	78.94	663.02	655.36000	670.25000	663.02000		674.21000		2.28	-1.06
	78.96	663.33	655.64000	670.80000	663.33000		674.32000		2.08	-1.42
	78.98	663.64	655.93000	671.35000	663.64000		674.42000		2.01	-1.11
	79.00	663.96	656.21000	671.91000	663.96000		674.52000		2.16	-1.41
	79.02	664.27	656.49000	672.46000	664.27000		674.62000		1.78	-1.28
	79.04	664.58	656.78000	673.02000	664.58000		674.73000		1.60	-1.31
	79.06	664.90	657.06000	673.57000	664.90000		674.83000		1.78	-1.18
	79.08	665.21	657.35000	674.12000	665.21000		674.93000		2.14	-1.35
	79.10	665.52	657.63000	674.68000	665.52000		675.04000		1.85	-1.47
	79.11	665.68	657.77000	674.95000	665.68000		675.09000		1.81	-1.32
	79.12	665.84	657.91000	675.23000	665.84000		675.14000		2.04	-1.25
	79.14	666.15	658.20000	675.78000	666.15000		675.24000		1.81	-1.54
	79.16	666.46	658.48000	676.34000	666.46000		675.34000		1.96	-1.36
	79.18	666.77	658.76000	676.89000	666.77000		675.45000		2.00	-1.31
	79.20	667.09	659.05000	677.45000	667.09000		675.55000		1.80	-1.41
	79.21	667.24	659.19000	677.72000	667.24000		675.60000		1.79	-1.39
	79.22	667.40	659.33000	678.00000	667.40000		675.65000		1.98	-1.24
	79.23	667.56	659.47000	678.08000	667.56000		675.70000		1.58	-1.41
	79.24	667.71	659.61000	678.16000	667.71000		675.76000		1.53	-1.29
	79.25	667.87	659.76000	678.24000	667.87000		675.81000		1.44	-1.07
	79.26	668.03	659.90000	678.32000	668.03000		675.86000		1.49	-1.09
	79.27	668.18	660.04000	678.40000	668.18000		675.91000		1.49	-1.03
	79.29	668.51	660.34000	678.57000	668.51000		676.02000		2.09	-1.12
	79.31	668.83	660.64000	678.74000	668.83000		676.13000		1.96	-1.04
	79.33	669.04	660.93000	678.90000	669.04000		676.23000		2.14	-1.19
	79.35	669.25	661.23000	679.07000	669.25000		676.34000		2.26	-1.02
	79.38	669.46	661.53000	679.24000	669.46000		676.45000		2.00	-0.88
	79.40	669.67	661.83000	679.41000	669.67000		676.56000		2.22	-1.12
	79.42	669.88	662.13000	679.58000	669.88000		676.67000		2.15	-1.09
	79.44	670.08	662.45000	679.74000	670.08000		676.77000		2.06	-1.21
	79.46	670.29	662.82000	679.91000	670.29000		676.88000		1.91	-1.12
	79.48	670.51	663.21000	680.09000	670.51000		676.99000		1.84	-1.16
	79.50	670.72	663.58000	680.26000	670.72000		677.10000		1.55	-1.03
	79.52	670.93	663.96000	680.42000	670.93000		677.21000		1.77	-1.01
	79.54	671.14	664.33000	680.59000	671.14000		677.32000		1.26	-1.14
	79.56	671.35	664.70000	680.76000	671.35000		677.43000		1.46	-0.96
	79.59	671.56	665.07000	680.93000	671.56000		677.53000		1.57	-0.86
	79.61	671.77	665.44000	681.10000	671.77000		677.64000		2.25	-0.96
	79.63	671.98	665.81000	681.26000	671.98000		677.75000		2.22	-0.68
	79.65	672.19	666.18000	681.43000	672.19000		677.86000		2.33	-0.70
	79.67	672.40	666.56000	681.60000	672.40000		677.97000		2.19	-0.81
	79.69	672.60	666.93000	681.77000	672.60000		678.07000		2.21	-0.66
	79.71	672.80	667.28000	681.93000	672.80000		678.18000		2.33	-0.74
	79.73	673.01	667.65000	682.10000	673.01000		678.29000		2.13	-0.78
	79.75	673.21	668.01000	682.26000	673.21000		678.39000		2.27	-0.66
	79.77	673.42	668.38000	682.42000	673.42000		678.50000		2.17	-0.98
	79.79	673.63	668.75000	682.59000	673.63000		678.60000		1.98	-0.89
	79.81	673.83	669.10000	682.75000	673.83000		678.71000		2.26	-0.83
	79.83	674.04	669.47000	682.92000	674.04000		678.82000		1.51	-1.20
	79.86	674.24	669.83000	683.08000	674.24000		678.92000		2.03	-0.84
	79.88	674.45	670.20000	683.25000	674.45000		679.03000		1.73	-1.09
	79.90	674.65	670.55000	683.41000	674.65000		679.13000		1.56	-0.94
	79.92	674.86	670.93000	683.58000	674.86000		679.24000		1.69	-0.96
	79.94	675.06	671.30000	683.74000	675.06000		679.34000		1.78	-0.81
	79.96	675.26	671.65000	683.90000	675.26000		679.45000		1.87	-0.77
	79.98	675.47	672.02000	684.07000	675.47000		679.56000		2.07	-1.12
	80.00	675.67	672.38000	684.23000	675.67000		679.66000		1.86	-0.81
	80.02	675.88	672.75000	684.40000	675.88000		679.79000		2.00	-0.93
	80.04	676.09	673.12000	684.57000	676.09000		680.01000		1.92	-0.99
	80.06	676.29	673.47000	684.73000	676.29000		680.22000		1.65	-1.19
	80.08	676.50	673.84000	684.90000	676.50000		680.44000		1.31	-0.98
	80.10	676.70	674.20000	685.06000	676.70000		680.65000		1.38	-1.07
	80.12	676.91	674.57000	685.22000	676.91000		680.88000		1.45	-0.83
	80.14	677.12	674.94000	685.39000	677.12000		681.10000		1.24	-0.90
	80.16	677.32	675.30000	685.55000	677.32000		681.31000		1.42	-0.85
	80.19	677.52	675.67000	685.72000	677.52000		681.53000		1.20	-1.02
	80.20	677.72	676.02000	685.88000	677.72000		681.74000		1.19	-0.97
	80.23	677.93	676.39000	686.05000	677.93000		681.97000		1.07	-0.95
	80.25	678.13	676.75000	686.21000	678.13000		682.18000		1.20	-0.81
	80.27	678.34	677.12000	686.38000	678.34000		682.40000		1.03	-0.87
	80.29	678.55	677.49000	686.54000	678.55000		682.62000		1.07	-1.05
	80.31	678.75	677.84000	686.70000	678.75000		682.83000		1.27	-0.83
	80.33	678.96	678.21000	686.87000	678.96000		683.05000		1.23	-0.79
	80.35	679.16	678.57000	687.03000	679.16000		683.27000		1.43	-0.61
	80.37	679.37	678.94000	687.20000	679.37000		683.49000		1.05	-1.02
	80.39	679.59	679.33000	687.38000	679.59000		683.72000		1.22	-0.91
