/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for all benthic foraminifera in piston core MD01-2444 and IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951395, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.910 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	δ18O [‰] (δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: mixed species corrected to Uvig.
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	17690 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	δ18O [‰] (mixed species corrected to Uv...)
	73.57	588.74	586.01000	588.91000	588.74000		586.97000		4.1300
	73.61	589.55	586.46000	589.41000	589.55000		587.36000		4.5000
	73.63	589.96	586.68000	589.66000	589.96000		587.56000		4.2500
	73.65	590.36	586.91000	589.91000	590.36000		587.76000		4.1600
	73.67	590.77	587.13000	590.16000	590.77000		587.95000		4.2800
	73.69	591.18	587.36000	590.41000	591.18000		588.15000		3.7700
	73.71	591.58	587.58000	590.66000	591.58000		588.34000		4.3300
	73.72	591.79	587.69000	590.78000	591.79000		588.44000		4.1300
	73.73	591.99	587.80000	590.91000	591.99000		588.54000		3.9400
	73.75	592.40	588.03000	591.16000	592.40000		588.74000		3.9900
	73.77	592.80	588.25000	591.41000	592.80000		588.93000		3.8300
	73.79	593.21	588.48000	591.66000	593.21000		589.13000		3.9500
	73.79	593.21	588.48000	591.66000	593.21000		589.13000		4.0600
	73.81	593.62	588.65000	591.90000	593.62000		589.33000		3.8900
	73.81	593.62	588.70000	591.90000	593.62000		589.33000		3.9800
	73.81	593.62	588.72000	591.90000	593.62000		589.33000		4.0000
	73.83	594.02	588.93000	592.15000	594.02000		589.52000		4.0600
	73.83	594.02	588.97000	592.15000	594.02000		589.52000		3.9500
	73.85	594.43	589.10000	592.40000	594.43000		589.72000		3.9600
	73.85	594.43	589.15000	592.40000	594.43000		589.72000		4.2100
	73.86	594.63	589.23000	592.53000	594.63000		589.82000		3.9800
	73.87	594.84	589.35000	592.65000	594.84000		589.92000		3.9600
	73.87	594.84	589.37000	592.65000	594.84000		589.92000		3.9800
	73.88	595.04	589.48000	592.78000	595.04000		590.01000		3.9000
	73.89	595.24	589.60000	592.90000	595.24000		590.11000		3.8000
	73.90	595.45	589.74000	593.03000	595.45000		590.21000		3.9900
	73.91	595.65	589.82000	593.15000	595.65000		590.31000		3.9800
	73.91	595.65	589.86000	593.15000	595.65000		590.31000		3.9900
	73.92	595.85	589.93000	593.28000	595.85000		590.41000		3.9700
	73.92	595.85	589.94000	593.28000	595.85000		590.41000		3.9900
	73.93	596.06	589.99000	593.40000	596.06000		590.51000		3.9700
	73.93	596.06	590.05000	593.40000	596.06000		590.51000		3.8800
	73.94	596.26	590.12000	593.53000	596.26000		590.60000		3.9000
	73.95	596.47	590.27000	593.65000	596.47000		590.70000		4.0300
	73.96	596.67	590.37000	593.77000	596.67000		590.80000		3.9600
	73.97	596.87	590.50000	593.90000	596.87000		590.90000		3.8800
	73.97	596.87	590.50000	593.90000	596.87000		590.90000		3.9400
	73.98	597.08	590.63000	594.02000	597.08000		591.00000		3.9800
	73.99	597.28	590.72000	594.15000	597.28000		591.10000		3.9800
	73.99	597.28	590.76000	594.15000	597.28000		591.10000		3.9300
	74.00	597.48	590.89000	594.27000	597.48000		591.19000		3.7700
	74.01	597.69	590.94000	594.40000	597.69000		591.29000		3.9100
	74.02	597.89	591.01000	594.52000	597.89000		591.39000		4.0000
	74.03	598.09	591.14000	594.65000	598.09000		591.49000		3.7300
	74.03	598.09	591.17000	594.65000	598.09000		591.49000		3.6700
	74.04	598.30	591.27000	594.77000	598.30000		591.59000		3.4500
	74.05	598.50	591.39000	594.90000	598.50000		591.68000		3.3500
	74.06	598.70	591.52000	595.02000	598.70000		591.78000		3.8200
	74.07	598.91	591.62000	595.15000	598.91000		591.88000		4.1700
	74.07	598.91	591.65000	595.15000	598.91000		591.88000		3.8300
	74.08	599.11	591.78000	595.27000	599.11000		591.98000		3.9700
	74.09	599.31	591.84000	595.39000	599.31000		592.08000		4.1300
	74.10	599.52	591.94000	595.52000	599.52000		592.18000		4.3000
	74.11	599.72	592.07000	595.64000	599.72000		592.27000		4.4400
	74.12	599.92	592.14000	595.77000	599.92000		592.37000		3.9900
	74.12	599.92	592.18000	595.77000	599.92000		592.37000		4.0300
	74.15	600.40	592.53000	596.14000	600.40000		592.67000		4.2300
	74.17	600.55	592.73000	596.39000	600.55000		592.86000		4.1600
	74.19	600.70	592.92000	596.64000	600.70000		593.06000		4.2800
	74.20	600.78	593.12000	596.77000	600.78000		593.16000		4.2600
	74.22	600.92	593.32000	597.01000	600.92000		593.35000		4.1400
	74.24	601.07	593.52000	597.26000	601.07000		593.55000		4.0400
	74.26	601.22	593.71000	597.51000	601.22000		593.75000		4.1900
	74.27	601.30	593.91000	597.64000	601.30000		593.85000		4.0000
	74.29	601.44	594.11000	597.89000	601.44000		594.04000		4.0400
	74.33	601.74	594.50000	598.39000	601.74000		594.44000		3.9900
	74.34	601.82	594.70000	598.51000	601.82000		594.53000		3.9200
	74.36	601.96	594.89000	598.76000	601.96000		594.73000		3.6200
	74.38	602.11	595.09000	599.01000	602.11000		594.93000		3.6900
	74.40	602.26	595.29000	599.26000	602.26000		595.19000		3.8200
	74.43	602.48	595.68000	599.63000	602.48000		595.58000		3.8600
	74.45	602.63	595.88000	599.88000	602.63000		595.84000		3.6900
	74.47	602.78	596.07000	600.13000	602.78000		596.10000		3.6800
	74.48	602.85	596.27000	600.26000	602.85000		596.23000		4.3400
	74.50	603.00	596.47000	600.50000	603.00000		596.49000		4.2500
	74.52	603.15	596.66000	600.75000	603.15000		596.75000		4.3000
	74.53	603.23	596.78000	600.88000	603.23000		596.88000		4.0500
	74.54	603.30	596.89000	601.00000	603.30000		597.01000		4.1600
	74.56	603.45	597.11000	601.25000	603.45000		597.27000		4.2400
	74.58	603.60	597.34000	601.50000	603.60000		597.53000		3.9300
	74.60	603.75	597.56000	601.75000	603.75000		597.79000		4.1600
	74.66	604.19	598.23000	602.29000	604.19000		598.58000		4.1900
	74.68	604.34	598.46000	602.43000	604.34000		598.84000		4.1200
	74.70	604.49	598.68000	602.57000	604.49000		599.10000		4.2900
	74.74	604.79	599.13000	602.86000	604.79000		599.62000		4.2700
	74.76	604.93	599.36000	603.00000	604.93000		599.88000		4.1400
	74.78	605.08	599.58000	603.14000	605.08000		600.14000		4.1000
	74.80	605.23	599.80000	603.29000	605.23000		600.40000		4.0400
	74.82	605.38	600.03000	603.43000	605.38000		600.66000		3.7400
	74.84	605.53	600.25000	603.57000	605.53000		600.92000		4.0000
	74.86	605.68	600.48000	603.71000	605.68000		601.18000		3.9500
	74.88	605.82	600.70000	603.86000	605.82000		601.44000		3.4300
	74.90	605.97	600.93000	604.00000	605.97000		601.70000		3.8400
	74.94	606.27	601.38000	604.29000	606.27000		602.22000		3.7400
	74.96	606.42	601.60000	604.43000	606.42000		602.48000		3.8800
	75.00	606.72	602.05000	604.71000	606.72000		603.00000		4.0700
	75.03	606.94	602.38000	604.93000	606.94000		603.39000		3.9500
	75.05	607.09	602.61000	605.07000	607.09000		603.65000		4.1000
	75.07	607.24	602.83000	605.21000	607.24000		603.91000		3.9300
	75.09	607.38	603.06000	605.36000	607.38000		604.17000		3.7800
	75.11	607.53	603.28000	605.50000	607.53000		604.43000		4.0200
	75.13	607.68	603.51000	605.64000	607.68000		604.69000		3.8600
	75.15	607.83	603.73000	605.79000	607.83000		604.95000		3.6700
	75.17	607.98	603.95000	605.93000	607.98000		605.21000		3.7700
	75.19	608.13	604.18000	606.07000	608.13000		605.47000		4.0700
	75.21	608.28	604.40000	606.21000	608.28000		605.73000		4.0000
	75.23	608.42	604.63000	606.36000	608.42000		605.99000		3.9200
	75.27	608.72	605.08000	606.64000	608.72000		606.51000		3.7400
	75.29	608.87	605.30000	606.79000	608.87000		606.78000		4.0200
	75.31	609.02	605.53000	606.93000	609.02000		607.04000		3.8300
	75.35	609.31	605.97000	607.21000	609.31000		607.56000		3.7700
	75.37	609.46	606.20000	607.36000	609.46000		607.82000		3.8300
	75.39	609.61	606.42000	607.50000	609.61000		608.08000		3.8900
	75.41	609.76	606.65000	607.64000	609.76000		608.34000		3.9300
	75.43	609.91	606.87000	607.79000	609.91000		608.60000		3.8600
	75.47	610.21	607.32000	608.07000	610.21000		609.12000		3.9600
	75.49	610.35	607.54000	608.21000	610.35000		609.38000		3.8400
	75.51	610.50	607.77000	608.36000	610.50000		609.64000		3.9700
	75.53	610.65	607.99000	608.50000	610.65000		609.90000		3.6400
	75.55	610.80	608.22000	608.64000	610.80000		610.16000		3.9000
	75.57	610.95	608.44000	608.79000	610.95000		610.42000		3.8000
	75.59	611.10	608.67000	608.93000	611.10000		610.68000		3.7600
	75.61	611.25	608.89000	609.07000	611.25000		610.94000		3.7600
	75.63	611.39	609.11000	609.21000	611.39000		611.20000		3.5500
	75.65	611.54	609.34000	609.36000	611.54000		611.46000		3.6800
	75.67	611.69	609.56000	609.50000	611.69000		611.72000		3.7400
	75.69	611.84	609.79000	609.64000	611.84000		611.98000		3.7100
	75.73	612.14	610.24000	609.93000	612.14000		612.50000		3.3400
	75.75	612.28	610.46000	610.07000	612.28000		612.76000		3.4900
	75.81	612.73	611.13000	610.50000	612.73000		613.54000		3.1800
	75.83	612.88	611.36000	610.64000	612.88000		613.80000		3.4400
	75.85	613.03	611.58000	610.79000	613.03000		614.06000		3.3600
	75.87	613.18	611.81000	610.93000	613.18000		614.32000		3.4700
	75.89	613.32	612.03000	611.07000	613.32000		614.58000		3.3200
	75.91	613.47	612.25000	611.21000	613.47000		614.84000		3.2600
	75.95	613.77	612.70000	611.50000	613.77000		615.37000		3.2800
	75.97	613.92	612.93000	611.64000	613.92000		615.63000		3.2900
	75.99	614.07	613.15000	611.79000	614.07000		615.89000		3.1400
	76.07	614.66	614.05000	612.66000	614.66000		616.93000		2.9000
	76.09	614.81	614.27000	612.92000	614.81000		617.19000		3.2000
	76.13	615.11	614.72000	613.45000	615.11000		617.71000		3.4000
	76.15	615.26	614.95000	613.72000	615.26000		617.97000		3.3100
	76.17	615.40	615.17000	613.98000	615.40000		618.23000		3.2900
	76.19	615.55	615.39000	614.24000	615.55000		618.49000		3.6600
	76.21	615.70	615.62000	614.51000	615.70000		618.75000		3.3900
	76.23	615.85	615.84000	614.77000	615.85000		619.01000		3.5300
	76.25	616.00	616.07000	615.04000	616.00000		619.27000		3.2800
	76.27	616.15	616.29000	615.30000	616.15000		619.53000		3.4300
	76.31	616.44	616.74000	615.83000	616.44000		620.05000		3.5300
	76.33	616.59	616.97000	616.09000	616.59000		620.31000		3.6100
	76.35	616.74	617.19000	616.36000	616.74000		620.57000		3.4900
	76.37	616.89	617.41000	616.62000	616.89000		620.83000		3.5700
	76.39	617.04	617.64000	616.88000	617.04000		621.09000		3.5700
	76.41	617.19	617.86000	617.15000	617.19000		621.35000		3.5100
	76.43	617.46	618.09000	617.41000	617.46000		621.61000		3.6100
	76.45	617.86	618.31000	617.68000	617.86000		621.87000		3.3900
	76.47	618.27	618.54000	617.94000	618.27000		622.13000		3.5700
	76.49	618.67	618.76000	618.20000	618.67000		622.39000		3.6500
	76.51	619.07	618.98000	618.47000	619.07000		622.65000		3.6500
	76.53	619.47	619.21000	618.73000	619.47000		622.91000		3.3400
	76.55	619.88	619.43000	619.00000	619.88000		623.17000		3.7300
	76.56	620.08	619.54000	619.13000	620.08000		623.30000		3.7400
	76.57	620.28	619.66000	619.26000	620.28000		623.43000		3.5600
	76.58	620.48	619.77000	619.39000	620.48000		623.57000		3.8200
	76.60	620.88	619.99000	619.66000	620.88000		623.83000		3.8500
	76.62	621.29	620.22000	619.92000	621.29000		624.09000		3.7000
	76.64	621.69	620.44000	620.18000	621.69000		624.35000		3.5000
	76.66	622.09	620.67000	620.45000	622.09000		624.61000		4.0900
	76.68	622.49	620.89000	620.71000	622.49000		624.86000		3.6900
	76.70	622.90	621.11000	620.98000	622.90000		625.10000		3.9000
	76.72	623.30	621.34000	621.24000	623.30000		625.34000		4.0200
	76.74	623.70	621.56000	621.50000	623.70000		625.57000		4.0700
	76.76	624.10	621.79000	621.77000	624.10000		625.81000		4.2100
	76.78	624.51	622.13000	622.13000	624.51000		626.04000		4.0800
	76.80	624.91	622.60000	622.60000	624.91000		626.28000		4.0800
	76.82	625.31	623.07000	623.07000	625.31000		626.51000		4.2000
	76.84	625.71	623.54000	623.54000	625.71000		626.75000		4.0900
	76.86	626.12	624.01000	624.01000	626.12000		630.55000		4.9200
	76.88	626.52	624.48000	624.48000	626.52000		637.52000		4.6200
	76.90	626.92	624.94000	624.94000	626.92000		644.50000		5.1000
	76.92	627.32	625.41000	625.41000	627.32000		651.47000		5.2500
	76.94	627.73	625.88000	625.88000	627.73000		658.45000		5.2600
	76.96	628.13	626.35000	626.35000	628.13000		664.03000		5.2900
	76.98	628.53	626.82000	626.82000	628.53000		664.13000		5.3200
	77.00	628.93	627.29000	627.29000	628.93000		664.24000		5.3300
	77.02	629.34	627.75000	627.75000	629.34000		664.34000		5.2600
	77.04	629.74	628.22000	628.22000	629.74000		664.44000		5.3300
	77.06	630.14	628.69000	628.69000	630.14000		664.54000		5.2700
	77.08	630.54	628.97000	629.00000	630.54000		664.65000		5.4300
	77.10	630.95	629.26000	629.31000	630.95000		664.75000		5.2800
	77.12	631.35	629.54000	629.62000	631.35000		664.85000		5.2400
	77.14	631.75	629.82000	629.93000	631.75000		664.96000		5.2500
	77.16	632.15	630.11000	630.24000	632.15000		665.06000		5.3000
	77.18	632.56	630.39000	630.55000	632.56000		665.16000		5.1900
	77.20	632.96	630.68000	630.86000	632.96000		665.26000		5.2500
	77.22	633.36	630.96000	631.17000	633.36000		665.37000		5.3000
	77.24	633.76	631.24000	631.48000	633.76000		665.47000		5.2000
	77.26	634.17	631.53000	631.79000	634.17000		665.57000		5.2000
	77.28	634.57	631.81000	632.09000	634.57000		665.68000		4.9200
	77.30	634.97	632.09000	632.40000	634.97000		665.78000		5.0500
	77.32	635.37	632.38000	632.71000	635.37000		665.88000		5.0600
	77.34	635.78	632.66000	633.02000	635.78000		665.98000		5.2200
	77.36	636.18	632.95000	633.33000	636.18000		666.09000		5.1200
	77.38	636.58	633.23000	633.64000	636.58000		666.19000		5.2500
	77.40	636.99	633.51000	633.95000	636.99000		666.29000		5.1700
	77.42	637.39	633.80000	634.26000	637.39000		666.40000		5.2800
	77.44	637.79	634.08000	634.57000	637.79000		666.50000		5.1400
	77.46	638.19	634.36000	634.88000	638.19000		666.60000		5.1300
	77.48	638.60	634.65000	635.19000	638.60000		666.70000		4.9300
	77.50	639.00	634.93000	635.50000	639.00000		666.81000		5.1000
	77.52	639.40	635.22000	635.81000	639.40000		666.91000		5.1400
	77.54	639.80	635.50000	636.12000	639.80000		667.01000		5.1400
	77.56	640.21	635.78000	636.43000	640.21000		667.12000		5.2200
	77.58	640.61	636.07000	636.74000	640.61000		667.22000		5.2000
	77.60	641.01	636.35000	637.05000	641.01000		667.32000		5.1800
	77.62	641.41	636.63000	637.36000	641.41000		667.42000		5.1700
	77.64	641.82	636.92000	637.67000	641.82000		667.53000		5.0800
	77.66	642.22	637.20000	637.98000	642.22000		667.63000		5.0900
	77.68	642.62	637.49000	638.29000	642.62000		667.73000		5.1900
	77.70	643.02	637.77000	638.60000	643.02000		667.84000		5.2800
	77.72	643.43	638.05000	638.90000	643.43000		667.94000		5.1300
	77.74	643.83	638.34000	639.21000	643.83000		668.04000		5.1000
	77.76	644.23	638.62000	639.52000	644.23000		668.14000		4.8300
	77.78	644.63	638.90000	639.83000	644.63000		668.25000		5.1100
	77.80	645.04	639.19000	640.14000	645.04000		668.35000		5.1100
	77.82	645.44	639.47000	640.45000	645.44000		668.45000		4.9700
	77.84	645.80	639.75000	640.76000	645.80000		668.56000		5.0300
	77.86	646.11	640.04000	641.07000	646.11000		668.66000		4.9400
	77.88	646.42	640.32000	641.38000	646.42000		668.76000		4.9700
	77.90	646.74	640.61000	641.69000	646.74000		668.86000		5.0700
	77.92	647.05	640.89000	642.00000	647.05000		668.97000		4.7200
	77.94	647.36	641.17000	642.55000	647.36000		669.07000		4.4000
	77.96	647.68	641.46000	643.11000	647.68000		669.17000		5.0100
	77.98	647.99	641.74000	643.66000	647.99000		669.28000		4.9800
	78.00	648.30	642.02000	644.22000	648.30000		669.38000		4.6100
	78.02	648.61	642.31000	644.77000	648.61000		669.48000		4.7600
	78.04	648.93	642.59000	645.32000	648.93000		669.58000		4.9600
	78.06	649.24	642.88000	645.88000	649.24000		669.69000		4.8000
	78.08	649.55	643.09000	646.43000	649.55000		669.79000		4.8000
	78.08	649.55	643.16000	646.43000	649.55000		669.79000		4.9700
	78.12	650.18	643.73000	647.54000	650.18000		670.00000		4.9400
	78.14	650.49	644.01000	648.09000	650.49000		670.10000		4.9300
	78.16	650.81	644.29000	648.65000	650.81000		670.20000		4.9300
	78.18	651.12	644.58000	649.20000	651.12000		670.30000		4.6900
	78.20	651.43	644.86000	649.75000	651.43000		670.41000		4.9400
	78.22	651.75	645.15000	650.31000	651.75000		670.51000		4.9000
	78.24	652.06	645.43000	650.86000	652.06000		670.61000		4.5200
	78.26	652.37	645.71000	651.42000	652.37000		670.72000		4.8100
	78.28	652.68	646.00000	651.97000	652.68000		670.82000		4.6700
	78.30	653.00	646.28000	652.52000	653.00000		670.92000		4.8100
	78.31	653.15	646.42000	652.80000	653.15000		670.97000		4.7500
	78.32	653.31	646.56000	653.08000	653.31000		671.02000		4.6000
	78.36	653.94	647.13000	654.18000	653.94000		671.23000		4.7500
	78.38	654.25	647.42000	654.74000	654.25000		671.33000		4.6900
	78.40	654.56	647.70000	655.29000	654.56000		671.44000		5.0000
	78.44	655.19	648.27000	656.40000	655.19000		671.64000		4.9200
	78.46	655.50	648.55000	656.95000	655.50000		671.74000		4.7800
	78.48	655.82	648.83000	657.51000	655.82000		671.85000		4.7300
	78.50	656.13	649.12000	658.06000	656.13000		671.95000		4.6600
	78.52	656.44	649.40000	658.62000	656.44000		672.05000		4.6600
	78.56	657.07	649.97000	659.72000	657.07000		672.26000		4.9500
	78.60	657.69	650.54000	660.83000	657.69000		672.46000		4.5600
	78.62	658.01	650.82000	661.38000	658.01000		672.57000		4.4900
	78.64	658.32	651.10000	661.94000	658.32000		672.67000		4.1800
	78.66	658.63	651.39000	662.49000	658.63000		672.77000		4.5800
	78.68	658.95	651.67000	663.05000	658.95000		672.88000		4.9700
	78.70	659.26	651.95000	663.60000	659.26000		672.98000		4.8400
	78.71	659.42	652.10000	663.88000	659.42000		673.03000		4.6900
	78.72	659.57	652.24000	664.15000	659.57000		673.08000		4.7700
	78.74	659.89	652.52000	664.71000	659.89000		673.18000		4.8400
	78.76	660.20	652.81000	665.26000	660.20000		673.29000		4.7800
	78.80	660.83	653.37000	666.37000	660.83000		673.49000		4.8000
	78.82	661.14	653.66000	666.92000	661.14000		673.60000		4.7700
	78.84	661.45	653.94000	667.48000	661.45000		673.70000		4.0900
	78.86	661.77	654.22000	668.03000	661.77000		673.80000		4.2400
	78.88	662.08	654.51000	668.58000	662.08000		673.90000		4.4800
	78.90	662.39	654.79000	669.14000	662.39000		674.01000		4.7300
	78.92	662.70	655.08000	669.69000	662.70000		674.11000		4.6100
	78.96	663.33	655.64000	670.80000	663.33000		674.32000		4.9000
	78.98	663.64	655.93000	671.35000	663.64000		674.42000		4.9100
	79.00	663.96	656.21000	671.91000	663.96000		674.52000		4.9100
	79.02	664.27	656.49000	672.46000	664.27000		674.62000		4.8700
	79.04	664.58	656.78000	673.02000	664.58000		674.73000		4.7500
	79.06	664.90	657.06000	673.57000	664.90000		674.83000		4.8600
	79.08	665.21	657.35000	674.12000	665.21000		674.93000		4.8600
	79.10	665.52	657.63000	674.68000	665.52000		675.04000		4.6800
	79.11	665.68	657.77000	674.95000	665.68000		675.09000		4.6600
	79.12	665.84	657.91000	675.23000	665.84000		675.14000		4.9600
	79.14	666.15	658.20000	675.78000	666.15000		675.24000		4.8400
	79.16	666.46	658.48000	676.34000	666.46000		675.34000		4.7800
	79.18	666.77	658.76000	676.89000	666.77000		675.45000		4.3500
	79.20	667.09	659.05000	677.45000	667.09000		675.55000		4.2900
	79.21	667.24	659.19000	677.72000	667.24000		675.60000		4.4100
	79.22	667.40	659.33000	678.00000	667.40000		675.65000		4.5200
	79.24	667.71	659.61000	678.16000	667.71000		675.76000		4.4600
	79.25	667.87	659.76000	678.24000	667.87000		675.81000		4.7300
	79.26	668.03	659.90000	678.32000	668.03000		675.86000		4.4600
	79.27	668.18	660.04000	678.40000	668.18000		675.91000		4.2900
	79.29	668.50	660.34000	678.56000	668.50000		676.01000		4.3900
	79.31	668.81	660.64000	678.72000	668.81000		676.12000		4.4700
	79.33	669.01	660.94000	678.88000	669.01000		676.22000		4.4000
	79.35	669.21	661.23000	679.04000	669.21000		676.32000		4.4600
	79.38	669.51	661.53000	679.28000	669.51000		676.48000		4.3000
	79.40	669.71	661.83000	679.44000	669.71000		676.58000		4.3800
	79.42	669.91	662.13000	679.60000	669.91000		676.68000		4.2500
	79.46	670.30	662.83000	679.92000	670.30000		676.89000		4.2600
	79.48	670.50	663.20000	680.08000	670.50000		676.99000		4.1900
	79.50	670.70	663.58000	680.24000	670.70000		677.09000		4.3800
	79.52	670.90	663.95000	680.40000	670.90000		677.20000		4.1000
	79.54	671.10	664.32000	680.56000	671.10000		677.30000		4.5200
	79.56	671.30	664.69000	680.72000	671.30000		677.40000		4.4300
	79.59	671.60	665.07000	680.96000	671.60000		677.56000		4.1900
	79.61	671.80	665.44000	681.12000	671.80000		677.66000		4.2500
	79.65	672.20	666.18000	681.44000	672.20000		677.86000		4.2900
	79.67	672.40	666.56000	681.60000	672.40000		677.97000		4.3500
	79.69	672.59	666.92000	681.76000	672.59000		678.07000		4.0100
	79.71	672.79	667.28000	681.92000	672.79000		678.17000		4.2800
	79.73	672.99	667.65000	682.08000	672.99000		678.28000		4.1400
	79.75	673.19	668.01000	682.24000	673.19000		678.38000		4.5000
	79.77	673.39	668.38000	682.40000	673.39000		678.48000		4.1700
	79.81	673.79	669.11000	682.72000	673.79000		678.69000		4.1400
	79.83	673.99	669.47000	682.88000	673.99000		678.79000		4.1300
	79.86	674.29	669.83000	683.12000	674.29000		678.94000		4.0200
	79.88	674.49	670.20000	683.28000	674.49000		679.05000		4.0900
	79.90	674.69	670.56000	683.44000	674.69000		679.15000		4.2100
	79.94	675.08	671.29000	683.76000	675.08000		679.35000		4.2900
	79.96	675.28	671.66000	683.92000	675.28000		679.46000		4.4600
	79.98	675.48	672.02000	684.08000	675.48000		679.56000		4.1500
